,标题,作者,漫画分类,风格类型,保存格式,封面,内容简介,是否完结
13,老师！,河原和音,日本漫画,"爱情,校园",JPG,http://images.dmzj.com/webpic/13/laoshigfengmianl.jpg,响受同学小惠所托，将情书放入关矢老师的鞋箱，但迷糊的响却将信误放到伊藤老师的鞋箱…一次的阴错阳差，造成一段浪漫的师生恋。,已完结
14,夏空毕业礼,木下ほのか,日本漫画,"爱情,校园",JPG,http://images.dmzj.com/webpic/12/xiakongbiyeli.jpg,隔壁的直树就要转校了，青梅竹马的真子却不能坦率地说出自己的心情……与其说是毕业礼，不如说是告白礼。一份纯纯的爱，你收到了吗？,已完结
15,伴圆身侧,コト,日本漫画,"其他,百合",JPG,http://images.dmzj.com/webpic/5/banyuanshence.jpg,从来没有发生过的事件发生了，小圆收到了情书——,已完结
16,要去除吗?大小姐,绫杉椿(綾杉つばき),日本漫画,东方,JPG,http://images.dmzj.com/webpic/4/yqcmdxj.jpg,今天的红魔馆也很平和呢，依然大小姐威严丧失的本子。,已完结
17,犬咲夜时间,ネジキリオ,日本漫画,东方,JPG,http://images.dmzj.com/webpic/5/quanxiaoyeshijian.jpg,这是狗狗咲夜陷入麻烦处境后的小本子。,已完结
18,谎言与真话与冰冷的相机,樱田雏,日本漫画,"爱情,节操",JPG,http://images.dmzj.com/webpic/4/hyyzhybldxj.jpg,"奇才樱田雏来为您道来震撼绝伦的爱情故事！
为制作AV的男朋友到处「捉」女孩的文惠，被带来AV制作现场却无法拒绝对方的女孩——到底哪一方更丑陋呢？",已完结
19,享用苹果的公主殿下,源久也,日本漫画,百合,JPG,http://images.dmzj.com/webpic/18/xiangyongpingguodegongzhudianxia.jpg,在很久很久之前，有一个国王，娶了一位王妃，然后，她掰弯了他的公主。,已完结
20,这份恋情、禁止出借,本多夏巳,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/14/zflqjzwj.jpg,和不懂什么是爱情的人谈恋爱是一件很辛苦的事情吗？看似冷漠却用自己的方式在照顾别人的感受，也许这个人没有那么坏。,已完结
21,雨有时是恋爱的样子,中山结生,日本漫画,"爱情,校园",JPG,http://images.dmzj.com/webpic/17/yuyoushisladyz.jpg,第一次被人说可爱，心里扑通扑通——对他不知不觉地在意起来——,已完结
22,奇迹般的早晨,森岛明子,日本漫画,"百合,爱情",JPG,http://images.dmzj.com/webpic/10/qijibandezaochen.jpg,由子与爱果的闪光弹百合日常。,已完结
23,暴走情圣和妄想情敌的最佳迎战计划,河合朗,日本漫画,百合,JPG,http://images.dmzj.com/webpic/11/bzqsywxqddzjyzjh1.jpg,红子和葵不仅是两小无猜的幼驯养，而且都喜欢女孩子。两人同时考上了志愿的女校，容貌秀美的红子和飒爽帅气的葵大受女孩子欢迎，可是让红子咬牙切齿的是，葵竟然接二连三地将她相中的女(hou)孩(gong)抢走！在一次意外事件之后，两人索性挑明决定来一场恋(hou)爱(gong)大战！,已完结
24,柿之种,梦のチョモラン王国,日本漫画,东方,JPG,http://images.dmzj.com/webpic/4/shizhizhong.jpg,夢のチョモラン王国 东方同人本。,已完结
25,无可救药的人,あおき聖,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/12/wukejiuyaoderen.jpg,色狼女与男子高中生,已完结
26,其中一人很可惜,まに,日本漫画,"校园,百合",JPG,http://images.dmzj.com/webpic/0/qizhongyirenhenkexi.jpg,元气一流，念书二流！可爱的话就没问题！,已完结
27,草莓奶油蛋糕式传染,袴田めら(袴田米良),日本漫画,"百合,性转换",JPG,http://images.dmzj.com/webpic/11/caomeinaiyoudangaoshichuanran.jpg,被草莓奶油蛋糕传染，结果竟然回到了弟弟的身体里！虽然最后治好了，可是却对自己的表妹小椿……,已完结
28,7金刚,望月三起也,日本漫画,冒险,JPG,http://images.dmzj.com/webpic/11/7jingang.jpg,连场恶斗后，七金刚终于消灭了敌人神话三兄弟及五手指！但新的任务接踵而来，今次目标更加是富可敌国的肉玉铁道公司，人称肉铁帝国。为了完成任务，飞叶却单人匹马溍入肉铁帝国做卧底……,已完结
29,狼兄弟与小红帽,八条新,日本漫画,"欢乐向,颜艺",JPG,http://images.dmzj.com/webpic/0/langxiongdiyuxiaohongmao.jpg,恨弟不成狼的狼哥哥亲(xiong)切(bao)地训练个性软弱的狼弟弟成为一只合格的狼，为此选定了路上遇见的小红帽作为目标，软弱的狼弟弟能够成功地达成哥哥的要求吗？,已完结
0,在海浪之间,缟あさと,日本漫画,"爱情,校园",JPG,http://images.dmzj.com/webpic/4/zaihailangzhijian.jpg,发狂般嫉妒你眼中追逐的幸福， 自以为懂你的痛膨胀起霸占你的欲望。 执着、羡慕、罪——令人似乎要窒息的纠缠与解脱。黑暗系短篇，分镜相当跳跃。,已完结
1,S女友,百乃モト(モト),日本漫画,百合,JPG,http://images.dmzj.com/webpic/2/snvyou.jpg,"空手道世家并且获得过多次空手道县大赛全国大赛优胜的志乃决定放弃空手道，
目标是在高中以少女形象示人！
可是突然成为学园偶像的保镖是怎么回事！",已完结
2,红色高跟鞋,Ishiko,日本漫画,"爱情,职场",JPG,http://images.dmzj.com/webpic/16/hongsegaogenxie.jpg,因为撞坏了鞋店招牌而被抓包的爱罗不得已答应了鞋店店主要她打工赔偿的要求，而这个鞋店里有一双对爱罗来说有特别意义的一双红色高跟鞋。,已完结
3,Sugar-Spice and Everything Nice,米(さとうメメ子),日本漫画,东方,JPG,http://images.dmzj.com/webpic/8/sugarspiceandeverythingnice.jpg,咲夜与美铃的百合本。糖分十足。,已完结
4,Butterfly in the dark night,羽霜ユキ,日本漫画,东方,JPG,http://images.dmzj.com/webpic/7/butterflyinthedarknight.jpg,虽说表纸是紫和幽幽子，但幽幽子的存在感却非常薄弱的本子。,已完结
5,逝去的乐园,花津やや,日本漫画,百合,JPG,http://images.dmzj.com/webpic/17/shiqudeleyuan.jpg,我和步美是朋友。可是，有时却感到，一种说不上来的距离感。而其中的原因是——,已完结
6,离家少年与夏之夜,ヒナチなお,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/7/lijiashaonianyuxiazhiye.jpg,本以为一成不变的暑假因为一个“坏”男生的到来掀起了万丈狂澜。夏之夜小夜曲，你爱我我爱她，最后王子不是他。才不是浸满悲伤的夏日短篇！画风很可爱哦~大推荐,已完结
7,初恋电车,桜田あおい,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/16/chuliandianche20130915.jpg,只远远看着。 一点一点的慢慢了解。 什么时候 这样的关系会改变呢？,已完结
8,苍空之林苑,中山星香,日本漫画,"爱情,魔幻",JPG,http://images.dmzj.com/webpic/6/cangkongzhilinyuan20130915.jpg,一本奇怪的画集，内容丰富。已汉化三部短篇： 《赛琪&艾洛斯》根据希腊神话改编。 《插图随笔》作者化身喵星人，召唤笔下人物，快乐的喝茶时间。 《银灰色幻想》为[银青色的传说]（台译[银青鸟骑士]）后传。,已完结
9,石黑正数短篇集2：积极老师,石黑正数,日本漫画,欢乐向,JPG,http://images.dmzj.com/webpic/6/shzsdpj2jjls.jpg,石黑正数老师的短篇系列第二卷，奇妙搞笑的故事再次来临！看生态被毁灭的人类如何生存，侦探们如何驱逐吸血鬼，长相寒碜又阴暗的老师其实却又积极竟然还有点帅！,已完结
10,鳗鱼小摊与夜晚一同到来,やつき(水银革命),日本漫画,东方,JPG,http://images.dmzj.com/webpic/2/myxtyywytdl.jpg,夜雀食堂的揽客计划。目标创造出新的菜品！！！！！！,已完结
11,四面楚歌princess天狐,みずが,日本漫画,东方,JPG,http://images.dmzj.com/webpic/16/smcgdptianhu.jpg,紫蓝橙的健全本。床什么的真是超赞！,已完结
12,超速尾巴,大野ツトム,日本漫画,"格斗,科幻",JPG,http://images.dmzj.com/webpic/16/chaosuweiba.jpg,有着超强力尾巴的少女赌上性命（才不是）保护王子的热血格斗物语！,已完结
13,最后的晚餐杀人事件,大武政夫,日本漫画,"欢乐向,侦探",JPG,http://images.dmzj.com/webpic/11/zuihoudewancansharenshijian.jpg,黑社会的超能力女儿 作者大武政夫的短篇作品！每次侦查都会将搜查搅得一团糟但却顺利解决案件的侦探二人组姐川和吉田，与见习的新人一起来见证他们匪夷所思的破案吧！,已完结
14,单相思恋人,浅野绫(浅野あや),日本漫画,"爱情,校园",JPG,http://images.dmzj.com/webpic/8/danxiangsilianren.jpg,终于与最喜欢的麻生同学交往了 ...但老是被坏心眼的他捉弄 我们的关系和从前没有变!?,已完结
15,"goodbye,heron",ymz,日本漫画,纯爱,JPG,http://images.dmzj.com/webpic/17/ymzgoodbyeheron.jpg,"无拘束的自由生活，不难吃也没什么美味可言的三餐，空调的温度让人大松一口气。
人心日渐疏离，我看了16年，这种空虚——在那时，我遇见了海风。",已完结
16,记录的地平线 ~西风旅团~,橙乃ままれ/こゅき,日本漫画,冒险,JPG,http://images.dmzj.com/webpic/12/xfdlt111.jpg,★魔王勇者作者最新好评作品《记录的地平线》改编漫画！ ★美少女后宫公会〈西风旅团〉奋战篇华丽登场！ 查明〈孤鸦丸〉是「装备猎人」的天敌之后， 宗次郎等〈西风旅团〉的成员，开始进行决战准备。 另一方面，潜伏在地下的「装备猎人」，出现在地上要抓走黑惠！ 旅团全面出击的殊死战，再度上演——！,已完结
17,战姬绝唱Symphogear,上松范康/金子彰史/吉井ダン,日本漫画,"机战,音乐舞蹈,动画",JPG,http://images.dmzj.com/webpic/12/zhanjijuechangs.jpg,「Symphogear系统」——那是人类能够抵抗未知的敌人Noise的唯一且绝对的王牌，所开发出的异端技术。而装备着Symphogear，从谁也不知晓的Noise手中保护人类的，就是数名青涩的少女。立花响，当她装备上Symphogear的时候，命运的齿轮便开始转动了……！！,已完结
18,真性抖M贵族,三铃ゅこ,日本漫画,欢乐向,JPG,http://images.dmzj.com/webpic/8/doumguizu.jpg, 一个真正抖m贵族，是无论任何人殴打你践踏你，你都会散发出幸福的微笑和鼻血。,已完结
19,成为我的下仆吧,アッサ,日本漫画,"欢乐向,秀吉",JPG,http://images.dmzj.com/webpic/8/xiapu.jpg,抖s和抖m之间误会交织的校园欢乐故事,已完结
20,恶作剧的美人鱼,千叶コズエ,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/5/ezjdmry.jpg,"海边小镇流传着美人鱼能成就爱情的浪漫传说，琴梅竹马的三人能如愿找到传说中的美人鱼吗……
ddy中秋发布",已完结
21,琉璃蝶,西瓜ナミ,日本漫画,"秀吉,爱情",JPG,http://images.dmzj.com/webpic/8/liulidie.jpg,纯和风伪娘爱情喜剧,已完结
22,rin,HAROLD作石,日本漫画,职场,JPG,http://images.dmzj.com/webpic/5/rin.jpg,如何成为一个漫画家？汗水 运气还是跟黑社会肉搏？多画泳装美少女？,已完结
23,然后向你,irua,日本漫画,东方,JPG,http://images.dmzj.com/webpic/9/ranhouni.jpg,东方同人，淡淡的一点关注，发自内心的爱慕,已完结
24,鬼人,福井康贵,日本漫画,"格斗,神鬼",JPG,http://images.dmzj.com/webpic/1/guiren.jpg,战后日本一九一五年。在限定条件下，犯下杀人罪行从而得到超越常人的能力，变成为鬼！偶然目击了鬼人的普通巡警，他的命运将会——？,已完结
25,Candy Trap,ちさこ,日本漫画,"百合,校园",JPG,http://images.dmzj.com/webpic/4/candytrap.jpg,每个女人在爱上另一个女人之前都误以为自己是异性恋。,已完结
26,任性的Fuzz与闪亮小姐,大沢やよい,日本漫画,百合,JPG,http://images.dmzj.com/webpic/12/rxdfyslxj.jpg,论百合之间正确的破处方法。,已完结
27,贪得无厌的胴·体,水槻れん,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/3/tandewuyandedongti1.jpg,讲述一位拜金又颜控的小白女。 遇到单纯可爱的富二代的故事（大雾） 相信简介你就输啦！ 为了标题进来的人自觉面壁去！,已完结
28,进击的幼驯染,あきかん,日本漫画,"冒险,欢乐向",JPG,http://images.dmzj.com/webpic/7/jinjideyouxunran.jpg,C84进击的巨人同人漫画进击的幼驯染。,已完结
29,龙时雨,宫滨邦和,日本漫画,欢乐向,JPG,http://images.dmzj.com/webpic/15/longshiyu.jpg,雨男与龙神展开的湿漉漉的喜剧短篇。,已完结
0,第三种不期而遇,东方同人,日本漫画,东方,JPG,http://images.dmzj.com/webpic/11/disanzhongbuqieryu.jpg,东方同人漫画。,已完结
1,人偶游戏,东方同人,日本漫画,东方,JPG,http://images.dmzj.com/webpic/3/renouyouxi.jpg,东方同人漫画。,已完结
2,3D彼女,那波麻吕(那波マオ),日本漫画,爱情,JPG,http://images.dmzj.com/webpic/3/3dbinv.jpg,"阿筒也就是筒井光，是一个满足于动漫以及游戏中虚拟女孩的高中生。
某一天，线如何现充女色叶一起被罚清扫游泳池的窘境。
打扮花哨又摆架子，而且出了名和男生关系乱的百分百现充女·色叶谜样地急速接近！
不不不…你和我、完全就不是一路人啊！",已完结
3,记得你的笑容,神江ちず,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/11/jidenidexiaorong.jpg,神江老师的 青春漫画奖 得奖作品。,已完结
4,给予鲜花女孩的花束,有机化合物(ユーキ),日本漫画,东方,JPG,http://images.dmzj.com/webpic/16/geiyuxianhuanvhaidehs.jpg,似花非花的幽香的本子。另，这本子里有幽香X霖之助CP的存在。,已完结
5,美咲的喇叭花观察日记,如月步,日本漫画,生活,JPG,http://images.dmzj.com/webpic/6/mxdlbhpyrj.jpg,冲击性的喇叭花培养日记！,已完结
6,你绝对不会笑,市原ゆうき,日本漫画,"职场,爱情",JPG,http://images.dmzj.com/webpic/18/nijueduibuhuixiao20130923.jpg,对所有失败一笑而过，这是我的准则，但为什么你却是，总不会对我笑呢……,已完结
7,圣战CERBERUS,鸣海圣二郎,日本漫画,"冒险,魔法",JPG,http://images.dmzj.com/webpic/17/shengzhancerberus.jpg,由人气卡牌游戏改编。人·魔物·龙共存的时代，各地战火不绝，在这个动荡的世界战斗就是一切！你可有活下去的觉悟！？,已完结
8,田园蔬果乐,ヨリコ,日本漫画,百合,JPG,http://images.dmzj.com/webpic/3/tianyuanshuguole.jpg,再次回到乡下的小实与害怕虫子的青梅竹马小要的甜蜜田地play。,已完结
9,临海sentiment,川科,日本漫画,东方,JPG,http://images.dmzj.com/webpic/11/linhaisentiment.jpg,射命丸文在幻想乡的取材之旅，这次是为了某人而外出取材的……,已完结
10,BEAUTIFUL TOMORROW,とこみち,日本漫画,东方,JPG,http://images.dmzj.com/webpic/15/beatutifultomorrow.jpg,咲夜幼年时刚来到红魔馆任职，初次与芙兰朵露见面的故事。,已完结
11,向你传达我的爱,松本香织,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/16/向你传达我的爱.jpg,超萌的一个小短篇！！！！ 即使不漂亮，自己就是自己 发现率真又毒舌的伊吕波的全部姿态的人竟然是个 爱哭男！,已完结
12,荒雨,梦のチョモラン王国,日本漫画,东方,JPG,http://images.dmzj.com/webpic/7/huangyu.jpg,夢のチョモラン王国 东方同人本。,已完结
13,文文。手稿,梦のチョモラン王国,日本漫画,东方,JPG,http://images.dmzj.com/webpic/13/wenwenshougao.jpg,夢のチョモラン王国 东方同人本。,已完结
14,True·True,百乃モト(モト),日本漫画,百合,JPG,http://images.dmzj.com/webpic/5/tureture.jpg,隐藏着自己的心意，少女之间苦涩的淡淡百合之恋。,已完结
15,我是伪娘,五十岚奈波,日本漫画,秀吉,JPG,http://images.dmzj.com/webpic/4/woshiweiniang.jpg,不管男孩子还是女孩子，只要可爱都可以！！,已完结
16,地狱三头犬的日常,樱井亚都,日本漫画,"欢乐向,爱情,后宫",JPG,http://images.dmzj.com/webpic/5/diyusantouquanderichangV2.jpg,"以短篇博得大人气，萌系猛犬的爱情喜剧，诚意满满连载开始！<br>
一个身体里寄托着三份思念！地狱的猛犬，寸步不离！",已完结
17,杯与贼、某位妻子与情人,沙村广明,日本漫画,其他,JPG,http://images.dmzj.com/webpic/5/byzmwqzyqr.jpg,在诚实村与谎话村的入口，有两位引路人；您可以问任何问题，但是只可以提问一次……,已完结
18,新创世纪,沙村广明,日本漫画,欢乐向,JPG,http://images.dmzj.com/webpic/18/xincsj.jpg,上帝的儿子新创造的世界会是怎样呢？,已完结
19,筒井筒,沙村广明,日本漫画,其他,JPG,http://images.dmzj.com/webpic/4/tongjingtong.jpg,被困于地球的一对外星男女，终于联络到母星，等待救援，但是……,已完结
20,单恋的三角关系,天乃忍,日本漫画,"爱情,校园",JPG,http://images.dmzj.com/webpic/1/danliandsanjiaogx2.jpg,文化系少女关谷是图书委员，她喜欢上了总是维持自我步调的图书馆常客──读书少年结城。而另一方面，结城的好朋友，也是校内最受欢迎的男人葛西，却开始在意起热切注视着结城的关谷!?永远无法厘微妙关系的爱情变奏曲!!,已完结
21,-2岁的Love?Star,樱井真优,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/12/2sdls.jpg,身家悬殊的青梅竹马升级姐弟恋的爱恨情仇~,已完结
22,纯白的隐匿之所-两人的足迹,樱庭友纪,日本漫画,东方,JPG,http://images.dmzj.com/webpic/12/chunbaideyinnizhisuo.jpg,c83东方本。追随雷米大小姐，咲夜出发外界寻找她的踪迹——,已完结
23,佣兵手记,菊地昭夫/宫崎学,日本漫画,"其他,战争,高清单行",JPG,http://images.dmzj.com/webpic/19/yongbingshouji.jpg,一本笔记本。以越南战争和20世纪後半如战乱地狱的亚洲为背景，当中记载了以佣兵身份存活下去，杀死敌人士兵的竹村英雄的故事。,已完结
24,49－你是我的唯一,登田好美,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/18/49nishiwodeweiyi.jpg,死后的49天内、死者仍驻留于世的小镇。你说、为什么 我现在还在这里呢···高人气系列漫画最新作！,已完结
25,面具少女,橘あゆん,日本漫画,百合,JPG,http://images.dmzj.com/webpic/11/mianjushaonv.jpg,小圆专刊VOL.6面具少女漫画。,已完结
26,活了100万次的猫,佐野洋子,日本漫画,"其他,生活",JPG,http://images.dmzj.com/webpic/14/huole100wancidemao.jpg,有一只100万年也不死的猫。 其实猫死了100万次，又活了100万次。 是一只漂亮的虎斑猫。 有100万个人宠爱过这只猫，有100万个人在这只猫死的时候哭过。,已完结
27,华彩皇皇 吾之一族-梦樱狂想曲,如花うさぎ,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/8/huacaihuanghuangwuzhiyizu.jpg,华彩皇皇 吾之一族-梦樱狂想曲漫画,已完结
28,新娘summer,ヨツバインク,日本漫画,"爱情,生活,治愈",JPG,http://images.dmzj.com/webpic/18/xinniangsummer.jpg,新娘summer，Sword Art Online同人漫画，亚丝娜与桐人婚后生活？海滩边？,已完结
29,男女性转 源氏物语,くろまめ,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/11/nannvxingzhuanyuanshi.jpg,光源氏与《源氏物语》中的各美女们性转了！？光源氏成了软乎乎的萌妹子，少女心大爆发！？,已完结
0,招恨、恋恨恋,秋タカ,日本漫画,"爱情,神鬼,校园",JPG,http://images.dmzj.com/webpic/19/zhaohenlianhenlian.jpg,可恨的，那可恨的一家去……怨恨着，怨恨着，怨恨着，那样也不错，如果这样能和你平等的话，那就报仇吧，如果能够了解着一段渊源就让我来承受吧……,已完结
1,漫画家初目京与不可解的感情,あけがみ哲也,日本漫画,"职场,欢乐向",JPG,http://images.dmzj.com/webpic/12/manhuajiachujingmu.jpg,为网点奉上鲜花、为描点献出爱情。为漫画付出全部的爱情！,已完结
2,晚安症候群,蕗,日本漫画,百合,JPG,http://images.dmzj.com/webpic/17/wananzhenghouqun.jpg,因为是双胞胎而最贴近。因为是双胞胎而最遥远。,已完结
3,敬萤煌煌,粒状斑,日本漫画,东方,JPG,http://images.dmzj.com/webpic/3/jingyinghuanghuang.jpg,一只虫子逆袭人类的故事。莉格露·奈特巴格的黑历史。,已完结
4,已经算是在交往了对吧,椎名爱弓(椎名あゆみ),日本漫画,爱情,JPG,http://images.dmzj.com/webpic/2/yjsszjwldb.jpg,"美夏在盛夏的海边对他一见钟情……
虽然是从这种老套的邂逅下开始的恋情，不过……！？",已完结
5,惠比寿小姐和布袋小姐,木月明/佐藤南纪,日本漫画,百合,JPG,http://images.dmzj.com/webpic/9/hbsxjhbdxj.jpg,"布袋桑对惠比寿桑的第一印象超差,但是讨厌也会因为一个小契机转变成喜欢吧~",已完结
6,笑脸与怪物与碳酸饮料,龙乃亮,日本漫画,百合,JPG,http://images.dmzj.com/webpic/12/xlygwytsyl.jpg,魔法少女小圆同人，因为不上相与扑克脸而引发的惨剧（雾）。,已完结
7,那个女孩是中二病天使,水色すいみん,日本漫画,"校园,欢乐向",JPG,http://images.dmzj.com/webpic/10/zhongerbingtianshi.jpg,转到新学校，遇见了中二病天使！,已完结
8,静夜中的缟田小姐,宵町めめ,日本漫画,其他,JPG,http://images.dmzj.com/webpic/7/jyzdgtxj.jpg,79回YC漫画大奖佳作奖得主。讲述废柴男和条纹内裤娘的那些事。,已完结
9,我无法成为公主,若林稔弥,日本漫画,"欢乐向,校园",JPG,http://images.dmzj.com/webpic/12/150410wmbfcwgz2.jpg,"《恋爱四格小剧场》、《恋爱中的美知留大小姐》的作者2013年在 コミック电撃だいおうじ 上开始的新连载。
剧情一如既往的小清新中略带鬼畜，甜到发腻。
FFF团绝对不能错过的必烧之物！",已完结
10,我的小小治愈之桃,叶鸟螺子,日本漫画,"治愈,美食",JPG,http://images.dmzj.com/webpic/6/wdxxzyzt.jpg,深夜0点，在治愈系的咖啡馆中遇见的、 竟然是「魔女」！？ 叶鸟螺子的治愈系短篇！,已完结
11,国士无双,田岛七枝,日本漫画,"格斗,热血",JPG,http://images.dmzj.com/webpic/8/guoshiwushuang.jpg,桃源乡无双院，以得到传说中的「秘传之书」为目标修行的少年龙，无意中开启了被禁锢的大门，里面被封印的，竟然是「龙」和一个奇怪的少年——,已完结
12,天涯孤独系女孩,佐藤ざくり,日本漫画,科幻,JPG,http://images.dmzj.com/webpic/1/tianyaguduxinvhai.jpg,某晚想吃哈根达斯的花名在去便利店的路上被袭击了，醒来以后发现世界上却只剩她一个人了……？,已完结
13,他与卡莉特,tugeneko,日本漫画,"欢乐向,四格",JPG,http://images.dmzj.com/webpic/4/tayukalite0812.jpg,该漫画讲述的是一位普通青年阿宅幸运的成为了家政机器人公司的"改善生活工程"体验者，而来到阿宅家的的卡莉特却是一个什么也不会做的机器人，他们之间将会发生什么样的搞笑生活呢？,已完结
14,冰融雪化~未婚夫是雪男,藤间丽,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/9/bingxueronghua20131001.jpg,突然降临的未婚夫是雪男？！还是帅气的兄弟两人？！这到底是天堂还是地狱……,已完结
15,哥伦布的忧郁,远山绘麻,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/8/gelunbudeyouyu.jpg,远山绘麻老师的超级恋爱短篇！平凡少女X平凡男子LOVE，班级里无人知晓的他的另一面，却被我发现了——！,已完结
16,会错意公主和说谎的我,高宫智,日本漫画,"爱情,秀吉,校园",JPG,http://images.dmzj.com/webpic/15/hcygzhshdw.jpg,「是仆人也行，我希望留在妳身边…！」 「你要非常非常尽心的伺候我哦！」 就读全住宿制名门女校的美人儿茉悠里，突然被通知改和晶学姊同一寝室。 没想到任谁都仰慕不已的美女学生会长瘠筦有一个天大的秘密……？ 晶学姊的真实身分竟是〝男儿身〞!? 而且还自愿恳求当茉悠里的仆人……？,已完结
17,伊甸之东户塚,袴田めら(袴田米良),日本漫画,百合,JPG,http://images.dmzj.com/webpic/2/yidianzhidonghuzhong.jpg,"眼镜，平胸，喜怒无常的努力家，虽然固执地隐瞒着自己的爱好，但还是被抓到漫研部。<br>
在场景扮演的过程中，不自觉地入戏，化身为袭胸魔！",已完结
18,失业了啊啊,正木(こげコロッケ),日本漫画,东方,JPG,http://images.dmzj.com/webpic/12/shiyeleaa.jpg,妹红又去收新的后宫了，得知这件事后辉夜究竟会怎么做呢？！？！？,已完结
19,鬼姬,鲭之猫,日本漫画,"格斗,神鬼",JPG,http://images.dmzj.com/webpic/17/guiji.jpg,15岁作者的特别短篇！漫画学院六月期入选作！主人公是四处猎「鬼」的女孩子。「爸爸的仇由我来报！」,已完结
20,TOO RED！,正木(こげコロッケ),日本漫画,东方,JPG,http://images.dmzj.com/webpic/11/toored.jpg,正木的东方本,已完结
21,只差一点点、不意间便成永远,藤绪爱,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/6/zcyddbyjbcyy.jpg,所谓结婚，既不是恋，也不是爱，而是生活……反复看见自己下功夫亲手做的饭被剩下，宿醉归来的丈夫一身邋遢地倒头就睡，因为他总是随便把袜子翻过来脱——而愚蠢地吵了一架。结婚之后，爱情真的就不在了吗？,已完结
22,被嫌弃的优昙华院与妖梦的故事,东方同人,日本漫画,东方,JPG,http://images.dmzj.com/webpic/18/bxqdythyyymdgs.jpg,东方同人漫画。,已完结
23,夏之海的人鱼姬,池田春香,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/11/xiahaiderenyuji.jpg,无尽深邃的海底，有位不识恋爱滋味的纯真可爱人与少女……,已完结
24,我的达令有点怪,菊地华麻吕,日本漫画,"欢乐向,爱情,生活,高清单行",JPG,http://images.dmzj.com/webpic/5/wodedalingyoudianguai.jpg,忍者后裔的古怪型男错认我为未婚妻!? 一向代理母职的姊姊突然跟人私奔，留下樱孤伶伶的一个人。随后班上转来了一个谜样男子?小太郎，他的真面目竟是…忍者！小太郎误以为樱就是他寻找中的未婚妻，于是登堂入室，展开了两人的同居生活…!?打破成规的忍忍者LOVE，在此参见!,已完结
25,红牌足球员,岛本和彦,日本漫画,"竞技,职场,高清单行",JPG,http://images.dmzj.com/webpic/5/hongpaizuqiuyuan.jpg,不论是谁，在睡眠之中一定做过梦…。但是有人会记得，有人却不会，这是因人而异的。我只是不愿意当个忘记梦想的大笨蛋啊！只有这样！！男人一踏出家门就要面对七名敌人！这是基本常识！！一个正确的东西，如果用了错误的方法，也会成为错误的东西；而一个错误误的…,已完结
26,感谢你的爱~战胜疾病的漫漫长路,赤羽美智惠,日本漫画,"生活,爱情,职场,治愈",JPG,http://images.dmzj.com/webpic/17/ganxienideaizsjb.jpg,妈妈突然中风改变了夏生原本的生活步调，於是夏生决定离职全心全意的在家照料妈妈。她在驾训班认识了一位男生，正值适婚年龄的她也希望拥有私人时间，不料妈妈却在这时候二度中风…!!家人的鼓励与细心照料是病患最好的强心剂，绝对感人落泪的温馨漫画登场!! ,已完结
27,夜空的闪电,奈须野真由香,日本漫画,生活,JPG,http://images.dmzj.com/webpic/17/yekongdeshandian20131003.jpg,折出来的纸鹤就真的是「纸鹤」吗？还是众人之前的定义所引起的定向思维罢了？而你所认为正确的世界，对于他人来说其实并非完全正确的吧？所以坚持自己的原则的同时，也请体谅别人吧！,已完结
28,雨女与晴男,朔坂みん,日本漫画,欢乐向,JPG,http://images.dmzj.com/webpic/11/yunvyuqingnan20131003.jpg,一个是只要一出室外天空便下雨的女孩，一个是只要在外面天空便晴朗的男孩，而他们两者在一起之时又会有怎样的效果呢ww一直希望能和大家在室外上课的女主究竟用什么技能才能做到呢,已完结
29,喵喵小夜曲,横枪メンゴ（横枪萌果）,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/0/miaomiaoxiaoye.jpg,很努力工作，希望青梅竹马的他关注，不过他的确是忘记了,已完结
0,无法坦诚相对,姉森力ナ,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/15/wufatanchengxiangdui.jpg,15岁的竹中美纱和波多野悠真，到初中为止一直保持着安全的青梅竹马关系，虽然彼此心意相通，却无法坦诚相对。直到悠真收到了情书，小美纱终于无法淡定了？她摆出的心形落叶究竟能不能向悠真传达心声呢？,已完结
