,标题,作者,漫画分类,风格类型,保存格式,封面,内容简介,是否完结
2,狗狗大帅哥,高仓敦子,日本漫画,欢乐向,JPG,http://images.dmzj.com/webpic/13/ggdsg.jpg,"简单的画风,平和的情节,就算是搞笑也是淡淡的舒服感觉。主角原田太郎,自称前世是狗的帅哥狗男（？）,看他转生为人后,怎样面对喜欢的女孩子,前世的女主人,还有女友的麻烦老爸,喜欢瞎操心的同学,对他充满敌意的公狗们,充满爱意的母狗们.........",已完结
3,樱华漫想,种村有菜,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/2/yhmx_5629d11331a1ea6898e8eaab1c3a19c2_5937e93301e9a3997a55c8015752c32b.jpg,种村有菜短篇漫画,已完结
4,Star Blacks,槙阳子,日本漫画,冒险,JPG,http://images.dmzj.com/webpic/15/9_0d2f5b219d32324ed0d0d550443efe23.jpg,故事时间在公元2999年，希关与继承祖传刀铺德父亲及弟弟一同生活着。某天，希关在家中发现了一把被隐密藏起的刀。像是被某种力量所引导般，希关握住暸那把神秘的刀……！？ ,已完结
5,灌篮高手全国大赛篇(全彩版本),井上雄彦,日本漫画,竞技,JPG,http://images.dmzj.com/webpic/12/sdqc2010.jpg,这个还用的着介绍吗？！啥都不说了，看不到全国大赛的动画版，看看全彩漫画过过瘾吧！先谢国家！ ！再感谢胡浩燃！,已完结
6,快餐店之恋,さとPON,日本漫画,"欢乐向,爱情,萌系",JPG,http://images.dmzj.com/webpic/19/8_bf84ec52c9c1cfe483b2d451f27487e1.jpg,夏天到来了，准备暑假打工的耕治请求好友真士帮他介绍一份工作。此时，身着巫女装的COSPLAY爱好者小司在他们眼前走过，色色的耕治马上被小司的可爱所吸引。在得知小司是在为Pia Carrot快餐厅送外卖时，耕治眼前一亮！Pia Carrot果然美女云集，除了小司，还有性情泼辣的厨师未来、和善的负责人凉子、以脸蛋和身材作为男孩子评判标准的小葵、文静的美奈。就连唯一的男服务生小润也是那么白净。“真士，我先前拜托你帮我找工打的事，你就当没发生好了。”在Pia Carrot橱窗外“侦察”的耕治激动地说，“这间店，在召唤着我，这个夏天我们最棒的邂逅，一定在这间店发生，我有这个预感！”此时，过度兴奋的耕治和日野森梓“猛烈相撞”，耕治的手更是条件反射般地按在了日野森梓的胸上，于是… ,已完结
7,火炎之纹章—暗黑龙与光之剑,箱田真纪,日本漫画,"冒险,魔法",JPG,http://images.dmzj.com/webpic/2/hyzwz165486920450l.jpg,"阿卡内亚大陆原是龙人族之王梅迪乌斯所统辖之地，后被杜鲁亚帝国侵略，保护大陆的阿卡内亚王国也被恐怖的暗黑龙消灭，人们生活在恐怖和绝望中。但是，奇迹发生了，在阿里迪亚的小村庄，有个叫安利的年轻人历经千辛万苦后以光之剑法尔西昂成功打到了暗黑龙梅迪乌斯，重建阿卡内亚王国，恢复世界的和平。 然后以阿里迪亚王国为首，建立许多新兴国家。 杜鲁亚战争的100年后，在杜鲁亚，梅迪乌斯再度复活。吞并邻国马基尼亚和古鲁尼亚，再度建立了杜鲁亚帝国，与同样有野心的加丹的大祭司卡内夫联手攻击阿卡内亚王国。阿卡内亚誓死抵抗，但是在古鲁尼亚的名将，黑骑士卡谬和梅迪乌斯的领导下，节节败退……最终阿卡内亚灭亡了,王室成员除公主妮娜侥幸逃出外全部被处以死刑。继承了安利血统的阿里迪亚国王格内利亚斯为了打败梅迪乌斯取出了传说中的神剑法尔西昂，率军出征，却不幸遭到同盟国古拉的背叛而灭亡，格内利亚斯也被卡内夫所杀，神剑法尔西昂落到了卡内夫手里。只有14岁的王子麦尔斯靠着他的姐姐艾莉丝公主之助，才脱离了险境，向处于边境的岛国塔利斯逃去……被杜鲁亚帝国赶出祖国的阿里迪亚王子麦尔斯,在老骑士谢根率领的几名骑士的保护下,好不容易来到了东边的岛国塔利斯。塔利斯王国虽然是一个连骑士团也没有的边境小国,但塔利斯国王仍将东边的城寨交给他们,尽可能地给与援助,对父母双亡,姐姐被帝国抓走的麦尔斯十分热情:""麦尔斯王子,我很理解你思念姐姐的心情,可你只有14岁.现在和帝国作战还太小.再等一等,先在这里积攒实力,等待时机吧."" 在这里麦尔斯住了两年,就在他快要到16岁的这一天……",已完结
8,朦胧的月,潮见知佳,日本漫画,"冒险,神鬼",JPG,http://images.dmzj.com/webpic/8/14_9ccc28925557a11871848716abde9d2c.jpg,"月轮朦胧是个外表普通的女高中生,虽然从小就看得见幽灵,却对他们束手无策,也因此被週遭的人当成怪人。上了高中后,班上的人气偶像阿明和夜行不停的喜欢戏弄她,原来他们两人都是具有灵能力的人。在一次被幽灵攻击的事件中,朦胧突然变成身材姣好的大美人,而且还拥有除灵的能力...！？",已完结
9,梦幻高中生,武内昌美,日本漫画,"爱情,校园",JPG,http://images.dmzj.com/webpic/9/15_8f776904f16e7b812474141b6455bae6.jpg,惠　考上了向往已久的住宿高中，于是从仙台来到东京。因为身高高达173cm，所以常被误认为男生，在学校引起一阵大骚动。,已完结
10,太阳王子,兄崎游南,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/15/20_980e36756603d72c4ec283606402b8df.jpg,"从小到大都收到保护的千金大小姐裏子,在修学旅行来到大阪,因迷路而与闪亮燿眼的街头小子太阳邂逅。 在两人一起度过一天之后,里子因父亲的命令而得先回东京,此时里子发现了自己对太阳竟有了怦然心动的感觉……",已完结
11,百兽王国,高木成美,日本漫画,"爱情,校园",JPG,http://images.dmzj.com/webpic/14/baishouwangguo20100826.jpg,阶南学园高中部2年级学生会会长——大河狮子王。学园正受到这头野兽所支配…。为了制止狮子王的压政，恢复平稳的日子，古桥百子决定担任副会长。然而，路途却崎岖重重……﹗﹗校园恋爱求生剧，另收录短篇BITTER TRAP,已完结
12,少年机器狂,上川敦志,日本漫画,"科幻,竞技",JPG,http://images.dmzj.com/webpic/19/4_7b42e2bdd7970b25e929cfd12c64f23c.jpg,伙伴是“世界第一”的自己所制造的机器人！独自一人创立了机器人社，不断挑战机器人竞技大赛的高中生──迫水天马！看着他那一心一意的热衷模样，原本受到周遭冷淡对待的他，终于有了伙伴……第一部正宗的机器人竞技漫画，终于登场了,已完结
13,雅典娜16,小林薰,日本漫画,"科幻,爱情",JPG,http://images.dmzj.com/webpic/6/13_c9ebe7a518f77dae514b1027632c7cd5.jpg,外太空来的生命体对地球展开侵略！而他们的目的竟然是┌地球的女性┘。一位来历不明的美男子，出现在向来厌恶男的如月由以的面前，他的目的是什么呢？ ,已完结
14,樱桃果汁,福岛春佳(福岛遥)(福岛遥),日本漫画,爱情,JPG,http://images.dmzj.com/webpic/8/16_a56840b6f05f2ffae0c908b881f47af7.jpg,"乙女和阿南的生日只相差三天，成为姐弟已经5年。最近，阿南开始对乙女有种一样的心跳感觉。但是，乙女那方面，他单恋的对象阿周竟然吻了她,一个让人觉的甜甜的、哀伤的姐弟恋爱故事。",已完结
15,Papillon花与蝶,上田美和,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/6/papillonhuayudieV2.jpg,水城亚蝶和水城花奈是双胞胎。但自小就被分开抚养，一个跟在乡下的奶奶身边，一个跟在父母身边。一直到小学2年级这对双胞胎才得以重逢。在城市长大性格明朗的花奈是被大家都喜欢的，而相较之下在乡下成长的亚蝶就显得像个丑小鸭。亚蝶一直有个心结，因为自己小时候曾经因为哭闹不止而被送到奶奶家抚养，长大后爸爸妈妈却一直没把自己接回去，小学2年级回到父母身边后，母亲对自己很疏远，却异常喜欢花奈。 　　无巧不成书，和亚蝶一起长大，又被亚蝶所暗恋的流星被花奈视作下一个追求目标，而流星似乎也喜欢上了花奈……突然出现的奇怪心理医生九飒人帮了亚蝶很多忙，但他却告诉亚蝶什么事都要去尝试，自己的事只有自己能够解决。亚蝶对流星的爱，面对双胞胎妹妹花奈的百般阻挠该何去何从！？ ,已完结
16,漫画少女星,PINK,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/8/5_574f6443aff0a0bc9f509a4c4d28ff81.jpg,"开朗的双子座少女---- 宋海源, 意外得到漫画新人奖,而且还和爱慕已久的黄信华老师再度相遇。。",已完结
17,七彩化妆盘,蓝泽遥,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/9/6_b014f6d2f2ca7345e5a45dece76022b3.jpg,"阿布真琴&涉谷腾的七彩恋爱故事 “是他神经太大条了,还是觉得我不重要呢……社团的同伴或班上的同学一找他,就会马上过去,总是把我放在第二位。但每次都对不在乎的腾生气的话,也会显得很白痴。” 对于这样的感情,真琴似乎有点却步了…… 本应是人人称羡的一对,将会随着化妆盘的颜色而有什么变化呢？",已完结
18,闪亮银河町商店街,藤本勇气,日本漫画,"欢乐向,爱情,生活",JPG,http://images.dmzj.com/webpic/10/000_8b0b0d8917fbd4ee9e5169ac2ea2d283.jpg,"蔬果店的三毛,鱼电的小黑,米店的叶叶,荞麦面点的Ｑ,串烧店的佐儿,酒店的阿守,是在银河町商店长大的儿时玩伴六人组。聚在一起便所向无敌的他们，在上国中之后，却变得总是无法凑齐六个人---？充满爱与友情的老街，青春活力的喜剧漫漫希望大家喜欢！ ",已完结
19,星梦天使,武内昌美,日本漫画,"爱情,竞技",JPG,http://images.dmzj.com/webpic/12/9_dde6019e1de75330ca25606602ecaa07.jpg,"秋村美月是个擅长轮式溜冰的女孩。她属于学校轮式溜冰队的一员。有一天，她遇到了一位溜花样溜冰的男孩高岡一耶，对他一见中情........美月很想和高岡一耶一起溜双人花式溜冰，但因为种种阻碍却无法如愿以偿。然而，在某次机会之后，这个梦想却有了实现的可能....

",已完结
20,蔷薇魔女,望月淳,日本漫画,"冒险,高清单行",JPG,http://images.dmzj.com/webpic/19/001_af0187ca34e7f19b5f81d3ecb7954213.gif,被称为蔷薇魔女的小小少女?克劳蒂亚，缠绕在她身上的荆棘是鲜红的热情？还是闇黑的背叛？一切的真相，将在各位读者的心中放盛开的花朵！ ,已完结
21,药师,渡濑希美,日本漫画,"冒险,格斗",JPG,http://images.dmzj.com/webpic/3/post-436792-1166233806_0325481321c15968f8093977258cab67.jpg,"琉璃广吾妻是一个和平主义的高中一年级生, 他最怕的便是打架, 也不喜欢与人争论。一天, 他为了救朋友的小狗, 竟被一辆汽车撞至重伤, 但在他意识模糊之际, 耳边听到一个声音, 有个自称为药师的人, 需要借用他的身体, 去对付人间的恶魔 。当当吾妻大喊一声「铲除邪恶」,他便会变身身成""药师"".....",已完结
22,青涩恋人,田岛美美,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/6/4_8353b46aaebf9ec0e115fe2077e5c48d.jpg,小凤蝶16岁的生日想和喜欢的人一起度过，只不过是这么微不足道的一点梦想。然而在那一天却被提出分手，原因是因为她只是一个小女孩。刚刚遭受失恋的小凤蝶在游乐园打工的时候，遇到了超人气偶像连。由于一些意外，小凤蝶在后台目击到了连的接吻场面，于是被连铐上手铐。而手铐的钥匙又碰巧被小狗狗吞到肚子里去，结果小凤蝶落到了与连共度一夜的下场……,已完结
23,蓝色青苹果,森丘茉莉,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/1/19_56e67f4a89bd82c06a9f07ad35c07262.jpg,韶云暗恋着世杰，然而他却是韶云挚友??爱芬的男朋友。三人一同参加学校的滑雪活动，结果韶云和世杰因为迷路而跌落山崖。二人在小木屋中褪去湿透的衣服，以身上的余温互相取暖。所幸事后被救生队发现得以获救，没想到回来面对的竟是校方的冷峻的态度及同学们的冷嘲热讽。为此，世杰和爱芬的感情也陷入僵局，韶云受不了同学们排斥而中途离开学校，跟随身后的世杰则问她：是否作也跟他在一起的心理准备呢？令韶云感到困惑不已。然而当爱芬打电话告诉韶云，她和世杰已经分手时又令韶云的心大受动摇。韶云和父母外出用餐，没想到在回家途中却发生车祸.,已完结
24,人形与恶魔,樱井雪,日本漫画,"爱情,神鬼",JPG,http://images.dmzj.com/webpic/11/22_efe1267817e6075bb572f50c8365c3b5.jpg,"在一家和服店里,有一个刚被制造出来的人型模特儿爱上了自己的老板.然而一场突如其来的地震震坏了所有一切.破碎的人型模特儿在魂还残留的情况下,面临了废弃的命运.幸好有人救了她,不只帮她修复了身体,还让她的身体能自由活动.但是救了她的人竟然是在人界当男公关的恶魔...!? ",已完结
25,邪道,冲麻实也,日本漫画,"冒险,神鬼,纯爱",JPG,http://images.dmzj.com/webpic/12/23_723b6334e0a0e1e24f497271d2760c97.jpg,"开天辟地以来，『天界』、『人间界』和『魔界』组成了世界。而创造这个世界的神——三界主天，是居住在三界之上，被称之为『最上界』的地方的神。
　　三界主天为了引导人间界的历史，使之协调有序，于是向天界派遣了一位神—守护主天。守护主天是三界中地位最崇高的神，是从最上界降临到天界的灵魂。代代守天交替，为三界的平衡尽心尽力。这一任的守护主天—提尔兰迪亚·弗艾·吉·艾美洛德，以十七岁的年纪登上了三界主宰的神位，并以其清雅高洁的气质，以及仿佛能以其祥和光辉照耀整个大地般的美丽容姿为众人所敬重。
　　南方炎帝之子—阿修雷·洛·拉·黛，守护主天幼时的好友，因为误会一直与守天不和，最后却发现守天对自己的感情竟然是「爱」。以及，自己原来也喜欢他的事实……
东方苍龙王的第三子—柢王，也是阿修雷与守天青梅竹马的好友，在一次人间界的魔族狩猎中，捕获了一个美丽的魔族—桂花，不顾众人反对，将其留在了身边。
　　从相遇到别离，「爱」、「责任」、「友情」——在常人无法想象的漫长岁月中，被这些束缚着的天人们也在渐渐成长。 
　　肩负着沉重任务的提尔，因为三界的奇异变动而苦恼着。更为自己的恋情苦恼着……
　　天界的四玉宝珠——提尔兰迪亚、阿修雷、柢王与身为魔族的桂花，在他们努力开启命运之门追求幸福的同时，别离与悲剧的门也在悄悄打开着……
邪道世界之轮开始缓缓转动，传说由此开始…
",已完结
26,恋人α,樱井雪,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/2/7_139f7cab38e4592d798a560c81ed335e.jpg,家教甚严的京是个善于茶道的千金小姐，而她喜欢的对象居然是跟自己个性完全相反的表哥千秋。而一向反对的妈妈，这次居然使出杀手锏，帮小京安排了相亲！当小京打算跟千秋一起私奔时，却发现千秋已经离开了……！,已完结
27,荆棘爱途,雪村悠尼,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/18/jingjiaitu20100827.jpg,女僕·普莉希拉工作的城堡有一条规定，就是“女僕不得和主人四目相交”。城里的女僕非常畏惧城主——克雷文伯爵，并且称之为“魔王”，但是某天在街上偶然遇到的伯爵，竟是个心地善良的青年？期待已久的第一本单行本！同时收入单篇完结的《光环与羽翼》。,已完结
28,Beauty Honey,松本友(マツモトトモ),日本漫画,爱情,JPG,http://images.dmzj.com/webpic/8/beautyhoney0907.jpg,“这次又是一个完美的男主角“有型的，温柔的，识趣的……这种男人是女性公敌！？” 从一开始，松本就点明这个男人的特质，远山馨——一个美发师，能够名正言顺的触摸女孩子是他做美发师的理由……真是女性公敌啊！ 但即使如此，即使知道这是一个这样的男人，我们这些受松本友蛊毒太深的人，还是会陷进去，明知是个陷阱。” 女主角家庭的特殊设定 祖母：离婚3次； 母：离婚2次； 长女：单身母亲； 次女：离婚1次； 三女：即女主角，无男友史17年（女主本人对此非常自豪）,已完结
29,PUNCH,高田理惠,日本漫画,"格斗,爱情",JPG,http://images.dmzj.com/webpic/9/16_9b50a77eaad9285c0371c8878a28e495.jpg,"爱琉出生在武斗技世家,每天都生活在男人的血汗中的她向往着“普普通通的恋爱”。但每次当她喜欢上“普通”人的时候,都会被家里武馆的男人们破坏。爱琉帅气的未婚夫[留王]与同样帅气的[一骑]出现在爱琉生活中的时候,注定了爱琉“不普通”的恋爱……",已完结
0,恋爱战队,森泰士(モリタイシ),日本漫画,爱情,JPG,http://images.dmzj.com/webpic/15/lianaizhandui20100827.jpg,大冢炼儿是个恋爱能量过剩的高二学生。他勇于追寻自己的“真命天女”，却惨遭失恋纪录100连败的命运！但自从他在某日遇见一位神秘老人──Dr.荻洼博士后，便成为变身英雄，誓言对抗恶势力！以恋爱的力量守护地球，这位伟大英雄的名字就是──恋爱战队RANGEMAN！！继承恋路星女王血脉的超级偶像。风香，与挺身对抗威胁风香的邪恶势力的RANGEMAN。大冢炼儿，两人有着保护者与被保护者的关系，却又不知道彼此的真正身分。在这种微妙的情况下，两人的关系急速接近中！爱慕恋路蓝的女孩加入了恋爱战队，同时炼儿也与曾经暗恋的少女．爱子再度巧遇，剧情愈来愈白热化的恋爱战队浪漫喜剧！,已完结
1,红莲之拳UltraRed,铃木央,日本漫画,"冒险,格斗",JPG,http://images.dmzj.com/webpic/11/1_1b308c0bf9f1e621437a73c326840a20.jpg,"13岁的皇闪以第一名为目标,努力地修行着父亲所传授给他的破傀拳！！但在转学后不久,闪就与综合格斗竞技道场——龙炎的门生片桐大打出手！?将在日本格斗界掀起一阵新波澜的英雄——皇闪登场！！",已完结
2,问答无用,右京礼音,日本漫画,冒险,JPG,http://images.dmzj.com/webpic/13/3_00e0110785e648e8fdcb880c86d0f014.jpg,某天，远子的房间里出现了小偷！而且这个人竟然是学校内的风云人物，林田一诚。虽然远子在千钧一发之际帮了他的忙，但是……。这是一篇另人爱不释手的怪盗日记呢！,已完结
3,苹果日记,中原亚矢,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/15/6_fee159a86e745b0bfc6222f08285cb6a.jpg,"因为父亲公司倒闭而搬到大阪的苹果,不但和自己单恋的佐仓相隔两地,还开始过起,每天只能到公共澡堂去洗澡的贫困胜过…… ",已完结
4,宇强!拳霸天,冈村贤二,日本漫画,格斗,JPG,http://images.dmzj.com/webpic/12/yqqbt46786l.jpg,"不败的战神宫本武藏, 创出了最强的“武藏里天流”! 但它不在日本流传, 郤在巴西发扬光大。身为“武藏流里天”的继承人的大空宇强, 风尘仆仆来到日本, 其狂傲不桀的自信, 立刻引起日本空手道界的注意。他要以踢馆、战斗的方式, 证明自己是宇宙第一强的格斗天王。",已完结
5,颠覆罗曼蒂克,藤原规代,日本漫画,"欢乐向,爱情",JPG,http://images.dmzj.com/webpic/4/3_90918c5b8c17f80e32d5b155a7bf6197.jpg,纯情的像恐龙一样稀有的阿一，因为与初恋女友"小知"约好，几番苦读才考上"小知"的学校！但是"小知"所给的住处地址竟然是间男子宿舍！？,已完结
6,鬼道天外,乾良彦,日本漫画,神鬼,JPG,http://images.dmzj.com/webpic/18/24_e5a8c98907ee345116f28a211245ce80.jpg,一个满好看的鬼怪故事。有鬼怪特色，但故事本身并不太恐怖，是一个人在家也可以细细去看的一部鬼怪漫画。,已完结
7,职业天使,藤川桐子,日本漫画,"神鬼,生活",JPG,http://images.dmzj.com/webpic/0/26_b2fe1d7f0ada3741ae759688155ce965.jpg,如果你想哭时，请您翻阅这本书吧！该书内容全都是些溫馨短篇漫畫，令人心頭感到暧暧的！,已完结
8,魔法学园MA,榊一郎,日本漫画,"欢乐向,后宫",JPG,http://images.dmzj.com/webpic/8/image001_a1111e850237ca188f06aa13b123c05b.jpg,男主角羽濑川拓人表面上是个普通的高中生，其实是隐藏在现在社会下的魔法学院里的魔法师候补生，在某次召唤考试的时候，控制失误导致召唤出了一个足以破坏世界的强大兽耳少女，并从此被卷入各种混乱事件中去。,已完结
9,蝶恋之夏,小椋茜(小椋アカネ),日本漫画,爱情,JPG,http://images.dmzj.com/webpic/14/19_be1800278ea0af0e33f90b14aa38c0f8.jpg,故事背景发生在昭和初年。 艺妓见习生，蝴蝶的住处附近。 住着一位叫千夏的刺青师。 对从小便暗恋着千夏的蝴蝶来说，最快乐的事情就是让千夏在自己的手腕上画下漂亮图案，来代替真正的刺青。 本书还收录了短篇《对你的回忆》 小椋茜的单行本作品也是初次登场，请大家支持哦！,已完结
10,AKB49,宫岛礼吏,日本漫画,"欢乐向,秀吉,后宫",JPG,http://images.dmzj.com/webpic/18/0817akb49fml.jpg,《AKB49～恋爱禁止条例～》漫画让AKB48顺利与ACG界搭上了直接联系。由宫岛礼吏执笔作画的《AKB49～恋爱禁止条例～》以原创角色参入AKB48的主线，描述了核心成员大岛优子与前田敦子等人在舞台背后的真实故事。,已完结
11,X卡坦星少女,山本大和(山本ヤマト),日本漫画,欢乐向,JPG,http://images.dmzj.com/webpic/7/xkatanxinshaonv.jpg,当美少女遇到奥特曼，他英俊潇洒还有金属盔甲。。迷上他。爱上他。,已完结
12,心底的拥抱,秋元奈美,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/6/15_340b63d5dd3e05c33184671422b47058.jpg,"菜央第一次被男友抛弃的那个下雨天,和不认识的浩希起的争执,日后再见面时,却奠定彼此的友谊基础。当菜央知道浩希与有夫之妇相恋时,心里很不是滋味,直到浩希结束那段不论之恋后,菜央才意识到自己是如此的在意浩希…… 
 
   
",已完结
13,黑色之家,贵志佑介/小野双叶,日本漫画,"侦探,惊悚",JPG,http://images.dmzj.com/webpic/7/14_98cbb7da232078023fba38dcfbc91960.jpg,贵志佑介以《ISOLA》获得第3届日本惊悚小说大奖之后，翌年再以本作品《黑色之家》再夺得同一奖项──第4届日本惊悚小说大奖！！ “就算是‘自杀’，保险公司也会给付保险金吗？”一切的恐怖事件全都是由这通电话开始。令人心寒之作！,已完结
14,异域漂流作家,西公平,日本漫画,冒险,JPG,http://images.dmzj.com/webpic/1/02_100dc57f87ac767e7314652f9a83b76f.gif,以冒险为题材，通过出版发行个人的“漂流记”为主线的冒险少年漫画《漂流作家》是日本周刊《少年JUMP》的最新连载作品。 美津子是索加诺出版社的总编辑，她最喜欢的飘流作家是高藤·野·富人，她最珍贵的东西就是已经去世的父亲留下来的富人漂流录，而主角吉备真备则自称是富人的弟子，并对美津子说漂流录是用来感动读者的东西。美津子被他的言行所感染着，于是决定出版他的下一个漂流录。故事就这样而展开了……,已完结
15,生鲜达令,吉原由起,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/2/4_a2b4d8fee5c06984ec6a9610196140dd.jpg,世津子的父亲是人妖酒吧的妈妈桑，从小在人妖圈长大的她，或许因此而对男人有性冷感。 这一次她又失恋了！心灵受到重创的她，竟然在爸爸的酒吧里遇上了一位医生——恭介，并对他有强烈的感觉！只有恭介才能让她心跳加速！但还没等她强烈进攻，恭介就居然向她求婚了…… 婚后生活…………嘿嘿~,已完结
16,新世纪福音战士-钢铁的女友2nd,林ふみの/GAINAX,日本漫画,"爱情,校园",JPG,http://images.dmzj.com/webpic/7/xsjgtnp.jpg,某天早上，碇真嗣偶然间撞到了围绕着众多谜团的神秘转学生“绫波零”…纠缠在真嗣、零、以及青梅竹马明日香三人之间的情愫将会如何发展？改编自电玩游戏“新世纪福音战士:钢铁的女友2nd”的“校园版ＥＶＡ”终于以少女漫画型式揭开序幕！,已完结
17,好学生的心得,草薙瑞穂,日本漫画,"校园,欢乐向",JPG,http://images.dmzj.com/webpic/8/17_8276e9788084b65d10841904193781bc.jpg,爱鹰高中学生会执行部，通称“好学生的家”。现任会长·久远廉曾是个最强不良少年，再加上副会长·秋叶裕介、会计·弁天小雪、书记·梅林杏里，他们这群学生会成员将会将爱鹰高中改变成怎样的新风貌……！？,已完结
18,杰他他勇舞传,卫藤ヒロユキ,日本漫画,"冒险,欢乐向,节操",JPG,http://images.dmzj.com/webpic/16/jttlaobo.jpg,"杰他他老伯居然复活了~不是~是复刊才对
而且杰他他老伯是做主角
那歌莉和勇者就不见了
想当年小时候电视总是播咕噜咕噜魔法阵
人气很高的啦
当然杰他他老伯独特的舞步+舞姿,脚毛.......很吸引我们
今次做主角
大家又会否想看呢

而今次是用杰他他老伯找继承人的故事
又不知他会用甚么奇怪的方法迫人了
",已完结
19,黑色公寓,矢萩隼人/肥田野健太郎,日本漫画,"惊悚,魔幻",JPG,http://images.dmzj.com/webpic/14/heisegongyu.jpg,矢萩隼人X肥田野健太郎最新短篇，少年路过夜晚的花园时看见女孩正在和怪物战斗，那是天使一般的女孩，对着少年一口断定——从现在开始你就是我的仆人了。。。。。。 ,已完结
20,数码兽 组合战争,中岛谕宇树,日本漫画,"冒险,竞技",JPG,http://images.dmzj.com/webpic/8/shumabaobei.jpg,数码宝贝最新番外,已完结
21,荒木飞吕彦短篇集,荒木飞吕彦,日本漫画,冒险,JPG,http://images.dmzj.com/webpic/14/033_8da7159fa92081c094e53fc67b9ae260.jpg,荒木飞吕彦短篇集,已完结
22,死刑囚042,小手川瑜亚,日本漫画,"冒险,科幻,悬疑",JPG,http://images.dmzj.com/webpic/11/sxq042..jpg,"正在检讨废除死刑制度的政府,开始了某项实验。在240号死刑囚=良平的脑部,即主控破坏活动的部位中直入晶片,然后将其分发到某所公共高中当中服刑。一旦他激动亢奋达到杀人的程度,晶片便会爆炸破坏其脑部。一部探讨人类生死的冲击性作品问世了！",已完结
23,网络克星,RYU-TMR,日本漫画,"冒险,欢乐向,科幻",JPG,http://images.dmzj.com/webpic/17/wangluokexing.jpg,"邮件宠物、网路偶像、网路游戏、搜寻网页…。 为了守护这多样化的网路业界，情报员．三月雏要大展拳脚了！ 用她奇妙的方法一个个把在幻想现实世界中所发生的麻烦解决掉！！    
",已完结
24,东凯尔·羊角村,紫堂恭子,日本漫画,"生活,治愈",JPG,http://images.dmzj.com/webpic/18/021_e1d3d95c95d3f091ad3e115f0b8df277.jpg,故事发生在位于东凯尔的羊角村，小小姑娘玛丽安的父母因车祸过世，被人送往住在羊角村的亲戚家。玛丽安不能接受父母去世的事实，来到羊角村，看到村民全都是动物模样：绵羊样子的叔叔、婶婶，大马老师，小猫和兔子同学……除了艾迪和希拉特和自己一样其他人都太奇怪了！这到底是怎么一回事？接下来的请你和小玛丽安一起来体验吧……,已完结
25,摇滚拍档,日向武史,日本漫画,"竞技,音乐舞蹈",JPG,http://images.dmzj.com/webpic/19/02_c254be6016248ca54350147389a7879d.jpg,阿陆由于头脑灵活，所以很快就能将许多事情学得很好，因 此，他经常感到生活无趣。在某次的热门演唱会中，阿陆意外听到吉他 手阿雪弹奏的吉他，莫名地大受感动，于是阿陆开始学习弹吉他。靠着 阿雪的仅几秒钟的练习录音带，阿陆竟学会了阿雪的吉他技巧，而且将 同样的乐曲弹出了不同的风格，也使得原本对他不屑的阿雪，开始对他 产生了兴趣，乐器行老板有意凑合两人搭挡……,已完结
26,被神隐藏的少年,杜山加英/上总尚禾,日本漫画,"冒险,纯爱",JPG,http://images.dmzj.com/webpic/0/04_1d836ed2f266208a33b8e90916c56e26.jpg,"家里的衣橱中,有一道门,可以走向未来,也可以走到过去,你会不会走进去？ 一个拥有穿越时空的体质的高中生——赛依,坚信总有一天自己会被UFO带走,就像自己的父母及哥哥一样。终于,他真的被带走了,穿过衣柜的一扇门,来到了6年后的未来,遇到了左手中指已经不能灵活弯曲的18岁天才肖邦钢琴家——折比吕。“难道他就是我刚刚才在电视上看到的那个12岁的小子钢琴家？！”难以置信的飘忽于时空之中的生活从此展开……",已完结
27,假面女王,川添真理子/中村幸子,日本漫画,冒险,JPG,http://images.dmzj.com/webpic/4/jiamiannvwan.jpg,"莉迪亚…自小生活在皇宫里的公主,在十四岁的那一天,她发现她原来不是真正的公主！结果日后会有什么发展呢？
",已完结
28,未完成No.1,Majiko,日本漫画,"欢乐向,校园",JPG,http://images.dmzj.com/webpic/7/wwcno1.jpg,故事是描述一个23世纪的少女不遵守23世纪的淑女风范而一直向往21世纪的生活，某天被纪律委员‘逼’去了21世纪，与21世纪的少年工藤伢也相遇后，爆笑生活开始了。,已完结
29,七彩少女心,朝雾夕,日本漫画,"欢乐向,爱情",JPG,http://images.dmzj.com/webpic/19/qicaishaonv0925xbdx.jpg,"《七彩少女心》是日本漫画家朝雾夕的一篇力作,第一次看就感觉挺不错。而看过几遍后,就慢慢嚼出个中滋味了。 这...朝雾夕用极细致的手法描绘了在交织着爱情、友情、亲情的生活中,一个少女的成长历程",已完结
