,标题,作者,漫画分类,风格类型,保存格式,封面,内容简介,是否完结
159,寂静岭 罪酬,Tom Waltz,欧美漫画,"惊悚,西方魔幻",JPG,http://images.dmzj.com/webpic/8/jijinglingzuichou20120101.jpg,本作为知名恐怖AVG《寂静岭》的衍生品之一。 “寂静岭”是一面魔镜，可以照出人性的阴暗面。每一个踏入寂静岭的访客，都将经受灵魂的拷问，而在旅途的最后，要么赎罪，要么毁灭——此为对《寂静岭》系列主题的一个最简单的概括，更多详细内容请参考百度百科，不再敖述。本套漫画的剧情构架和原著相比较简单，虽然走的是类似于游戏《寂静岭2》和《寂静岭：起源》的那种意识流的叙述路线，但并没有过多涉及原作中一些比较晦涩、抽象的主设定(如秩序会The Order，小女孩艾丽萨等)，就算你没有玩过原作游戏，只要能理解“魔由心生”这个并不新鲜的概念，就很容易看懂本作的剧情,已完结
160,复仇者X制裁,Marvel Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/15/fuchouzhexzhicai20120107.jpg,钢缆曾被冠以很多称号：自由斗士、时间旅行者、命运士兵、变种人等。他的最后一个任务是去的养女——霍普，被视作变种人类的弥塞亚的女孩。在最后的紧要关头，钢缆牺牲了自己，但这任务还是没有成功……,已完结
161,死侍和死人头,Marvel Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/13/sishihesirentou.jpg,惊奇漫画(Marvel)旗下著名漫画《X战警》的衍生系列中的主角，在X战警中数度出场。本名韦德威尔逊，原本是一个身经百战的雇佣兵，后来得了癌症，为了治愈癌症和获得金刚狼的基因而加入“WeaponX”计划得以延续生命。成为死侍后容貌被毁。后因灭霸的诅咒而成为不死之躯，暗恋着“死亡女神”。使得一手双刀，双枪，拥有比金刚狼还强的自愈能力。死侍是个亦正亦邪的角色，他拥有超人的力量、耐力、速度及自我愈合能力，精通各种武器，擅长搏击术，不过他的精神不太稳定。死侍也是广大漫画迷们喜爱的角色之一,已完结
162,丧尸英雄,Marvel Comics,欧美漫画,格斗,JPG,http://images.dmzj.com/webpic/0/ssyingxiong.gif,"变异人与人类之间的矛盾一直存在。万磁王为了找到人类的弱点，从相对自己世界的平行世界中，取得了丧尸病毒，并散播开来。出乎意料的是，病毒对变异人同样有效，结果正义的英雄们成了食人恶魔，世界成了人间地狱。
　　事情会出现转机吗？英雄们会甘愿自己的堕落吗？",已完结
163,小丑,DC Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/11/xiaochou.jpg,"小丑自精神病院释放,发现曾经的手下将他的地盘蚕食殆尽..... 浓重、阴郁的画风，经典而血腥的黑帮故事，基于希斯莱杰版的小丑形象，不可不知的哥谭地下生态， 决不逊色于TheKillingJoke的出色之作。 ",已完结
164,丧尸英雄前传,Marvel Comics,欧美漫画,格斗,JPG,http://images.dmzj.com/webpic/3/ssyxswzr.jpg,丧尸英雄前传死亡之日,已完结
165,丧尸英雄VS黑暗军团,Marvel Comics,欧美漫画,格斗,JPG,http://images.dmzj.com/webpic/10/ssyxvshajt.jpg,"变异人与人类之间的矛盾一直存在。万磁王为了找到人类的弱点，从相对自己世界的平行世界中，取得了丧尸病毒，并散播开来。出乎意料的是，病毒对变异人同样有效，结果正义的英雄们成了食人恶魔，世界成了人间地狱。
　　事情会出现转机吗？英雄们会甘愿自己的堕落吗？",已完结
166,丧尸英雄2,Marvel Comics,欧美漫画,格斗,JPG,http://images.dmzj.com/webpic/7/ssyx2.jpg,"变异人与人类之间的矛盾一直存在。万磁王为了找到人类的弱点，从相对自己世界的平行世界中，取得了丧尸病毒，并散播开来。出乎意料的是，病毒对变异人同样有效，结果正义的英雄们成了食人恶魔，世界成了人间地狱。
　　事情会出现转机吗？英雄们会甘愿自己的堕落吗？",已完结
167,企鹅,DC Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/19/qie2012.jpg,企鹅漫画，据说，有些记忆并不是被记住的。它们栖息於我们的骨肉。寄居於我们的细胞。甚至在我们有意识之前它们就產生了，哪怕我们抹除了所有的记忆，它们仍然存在著。永远存在著。决定了我们是谁。改变了我们。塑造了我们。也让我们与未来擦出火花。 舒适……以及恐惧。但只有一样事物，从儿时我就能清楚地感觉到……这是个冰冷的世界。,已完结
168,金刚狼暮年,Marvel Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/0/jinganglangmunian20120206.jpg,金刚狼是出现在惊奇漫画(Marvel)出版物中的超级英雄。首次出现于《不可思议的绿巨人》(The Incredible Hulk)第180期(1974年10月)。金刚狼是X战警中的一员，他拥有急速自愈能力，野兽般的感知能力，天生双臂长有可伸出体外的利爪。在“Weapon X”实验中，他骨骼被灌注入坚不可摧的阿德曼金属。他失去了实验醒来前所有的记忆。金刚狼是典型的越战后涌进美国通俗文化反当局反英雄角色。,已完结
169,崔斯特传奇 无冬城三部曲外传,IDW,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/18/cstcqwdcsbqwz.jpg,《崔斯特传奇》的故事承接《无冬城三部曲》的第一卷《刚特格瑞姆》，讲述的是崔斯特、布鲁诺、黛莉雅、贾拉索、潘特和阿斯洛葛特一行人重新封印无冬城地下的火元素魔神之后，崔斯特以为潘特已经身亡，而后者却由于吸血鬼多科瑞的啃咬变成了不死生物，从坟墓中苏醒……崔斯特系列小说的原作者萨尔瓦多负责本套漫画的编剧。如果你不是崔斯特的拥趸，那么这套漫画的水准有助于你从零开始认识这个奇妙的幻想世界；如果你是黑暗精灵的粉丝，并且对小说那拖沓的叙述风格感到不胜其烦，那么本次以崭新体裁展现的明快情节会更加直观地描绘崔斯特与新伙伴进行的新冒险,已完结
170,终极余波蜘蛛侠不再,Marvel Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/16/zhongjiyubozhizhuxiabuzai.jpg,"“蜘蛛侠之死”的后续剧情，后面几期还会整合神奇四侠、变种人的故事线。

",已完结
171,丧尸英雄3,Marvel Comics,欧美漫画,格斗,JPG,http://images.dmzj.com/webpic/0/ssyx3.jpg,"变异人与人类之间的矛盾一直存在。万磁王为了找到人类的弱点，从相对自己世界的平行世界中，取得了丧尸病毒，并散播开来。出乎意料的是，病毒对变异人同样有效，结果正义的英雄们成了食人恶魔，世界成了人间地狱。
　　事情会出现转机吗？英雄们会甘愿自己的堕落吗？",已完结
172,丧尸英雄4,Marvel Comics,欧美漫画,格斗,JPG,http://images.dmzj.com/webpic/12/ssyx4.jpg,"变异人与人类之间的矛盾一直存在。万磁王为了找到人类的弱点，从相对自己世界的平行世界中，取得了丧尸病毒，并散播开来。出乎意料的是，病毒对变异人同样有效，结果正义的英雄们成了食人恶魔，世界成了人间地狱。
　　事情会出现转机吗？英雄们会甘愿自己的堕落吗？",已完结
173,猫女在罗马,DC Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/3/maonvzailuoma.jpg,这是罗马人的阁楼，无论何时，只要我想偷东西。。。,已完结
174,爱玛·弗洛斯特 皇后,Marvel Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/1/aimaflsthuanghou.jpg,爱玛通过自己的心灵感应能力成功的使得绑匪产生幻觉加大了他们之前的不信任与猜疑，很快绑匪间便起了内讧，爱玛借此机会逃出，但乔伊却死以非命。爱玛自己拿到了赎金，前往纽约,已完结
175,蝙蝠侠：魅影之惑,DC Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/3/batmanmeiying.jpg,仿照《歌剧魅影》来设定的故事情节，很古早的作品 。,已完结
176,降世神通 承诺,Dark Horse Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/7/avater2012.jpg,其故事具有中国传统的神话色彩：世界被四大神力（气、火、水、土）支配着，其中被称为“神通”的便是世上唯一同时拥有这四种神力的人，因此他具备拯救世界的能力，在沉寂了数百年之后，世人无意中拯救了他并唤醒了其体内的神力，之后与同伴一同踏上拯救人类的道路。,已完结
177,死人,DC Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/15/sishen2012.jpg,作为马戏团的压轴明星，一个与死亡共舞的空中飞人，他化名死人。混蛋是对他最贴切的形容——他无疑不是个好人。一次极为讽刺的谋杀，让他成了一个真正意义上的死人——一个困于生死之间的灵魂。但神秘的女神却给了他另一次机会——拯救他人，或可重生。自此，死人的故事拉开帷幕…… ,已完结
178,丧尸英雄5,Marvel Comics,欧美漫画,格斗,JPG,http://images.dmzj.com/webpic/7/ssyx5.jpg,"变异人与人类之间的矛盾一直存在。万磁王为了找到人类的弱点，从相对自己世界的平行世界中，取得了丧尸病毒，并散播开来。出乎意料的是，病毒对变异人同样有效，结果正义的英雄们成了食人恶魔，世界成了人间地狱。
　　事情会出现转机吗？英雄们会甘愿自己的堕落吗？",已完结
179,魔女之刃X绯红索尼娅,Dynamite,欧美漫画,格斗,JPG,http://images.dmzj.com/webpic/6/monvzhirenff.jpg,很久以前，一个超乎人类想象的年代。复仇…仇恨使我离开海博瑞王国远行，来到这个一无所知，为了完成对那些女儿被怪物掠走的父亲们许下的承诺。无论如何必须履行的承诺…。绝不半途而废，这便是我的原则！,已完结
180,复仇者：少年圣战,Marvel Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/13/fuchouzheshaonianshengzhan.jpg,因为友情和勇气聚集在一起的爱国者，鹰眼、巫士、小绿巨人、速、蚁女和幻视，他们 是年经复仇者，追随着世上最强大英雄的脚步！ ,已完结
181,复仇者大战X战警,Marvel Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/10/fuchouzhevsxzhanjing.jpg,"猩红女巫——复仇者，万磁王之女。仅仅说了三个字，她那能够改变现实的能力就使变种人成为了濒危物种。霍普·萨默斯——X战警，人称变种人弥赛亚。她命中注定将拯救整个变种人族群，也可能毁灭整个世界……。 
",已完结
182,恶灵骑士丹尼凯屈,Marvel Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/16/elingqishidannikaiqu.jpg,"从前，摩托车特技手强尼·布雷泽在绝望中和魔鬼签下了契约。在随之而来的冲突中，他的灵魂成为了一个阴森恐怖的实体，身穿庞克皮衣，锁链缠绕。全身烈火焚烧，他成为了恶灵骑士，并多年来奔驰在孤独的复仇之路上，直到出现了另外一名……。

强尼遗失的兄弟丹尼·凯屈，被一个和他哥哥身上的恶灵一样强大的幽灵占据了。凯屈的超能力据称有一段更诡异的历史，一个被诅咒的血脉，一个地狱中的世仇，一个神秘的宿怨，当凯屈的每一层秘密被剥开的时候，更难理解的问题又出现了……

",已完结
183,神奇四俠,Marvel Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/8/shenqisixia20120401.jpg,他们来了……心灵…臂膀…思维…灵魂…四位一体！！！他们——是20世纪最伟大的英雄组织……他们——开创了漫画英雄团结战斗的先河…… 神奇先生是团队的大脑，过人的智慧可以应对一切危机。隐形女是最强大的一员，隐形力場使她来无影去无踪。 霹雳火人如其名，是团队的开路先锋，也是新一代年轻人的偶像。 石头人则默默无闻，凭借自己坚硬的身躯成为伙伴们的坚强后盾。分开来，他们每个人都是超级英雄。集合在一起，他们就是：神奇四侠,已完结
184,死侍：低俗,Marvel Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/11/sishipulp20120403.jpg,死侍（Deadpool）原名韦德·威尔逊(Wade T. Wilson)， 是一名普通人，曾为政府特工。因为得了癌症而自愿参加“Weapon X”计划，希望得到金刚狼的自我愈合能力医治癌症。,已完结
185,终极蜘蛛侠,Marvel Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/13/zhongjizhizhuxia.jpg,"让我们看看一只小蜘蛛是如何改变彼得.帕克的一生的吧... 
",已完结
186,龙与地下城世界故事集7豪狩和界定荣誉,DDP,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/9/lhaoshouhejiedingrongyu.jpg,"这个系列的最后一本，包括两个故事。FR背景的《豪狩》和龙枪背景的《界定荣誉》。 
",已完结
187,惩罚者MAX-死亡机车,MAX Comics Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/1/cfzmaxswjc.jpg,"一集小故事，讲得大概是罚叔如何在没枪没弹的情况下用车搞死别人... 
",已完结
188,复仇者大战X战警 战,Marvel Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/14/fuchouzhevs.jpg,复仇者vsX战警 战！漫威的英雄再次大乱斗。,已完结
189,终极敌人,Marvel Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/2/zhujidiren.jpg,"Peter的复制人Jessica Drew(Spider-Woman)来到专门研发科技的Roxxon集团外面，她想调查它揭发它的阴谋，突然大厦却出现大爆炸，一只怪物从内至外爆出，她救出几个科学家，同时间Reed Richards的家也发生大爆炸。在神奇四侠的基地Baxter大楼内，Ben(The Thing)自空军放假回来探望Susan，当他知悉Susan和Reed已分手后，向Susan表白爱意，但不待Susan回覆已然要离开，这时Baxter大楼也受到同样的外星怪物袭击。
 
",已完结
190,终极谜团,Marvel Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/9/zongjimituan.jpg,Peter的复制人Jessica Drew(Spider-Woman)来到专门研发科技的Roxxon集团外面，她想调查它揭发它的阴谋，突然大厦却出现大爆炸，一只怪物从内至外爆出，她救出几个科学家，同时间Reed Richards的家也发生大爆炸。在神奇四侠的基地Baxter大楼内，Ben(The Thing)自空军放假回来探望Susan，当他知悉Susan和Reed已分手后，向Susan表白爱意，但不待Susan回覆已然要离开，这时Baxter大楼也受到同样的外星怪物袭击。在街上，Nick Fury也一样受袭，正好Johnny(Human Torch)和Peter(蜘蛛侠)路过，两人亦发现Baxter大楼被袭，幸好Susan无事。他们去找Reed，知道他已遇难被杀，Peter猜想可能自己的家也会受袭击，於是赶回家中，正好遇上一些外星人，Peter、Johnny、Ben和大批SHIELD特工一起将那外星人制服，但战斗中Ben的皮甲却一一脱落，更变得全身发出紫光，幸好他也无事，在使用力量时才发出紫光，平常则回复人类型态。他们擒获一个外星人，在Nick Fury的逼供下，说出他是由其制造者派来，要毁灭这个世界，然后再建造一个全新美好的世界。,已完结
