,标题,作者,类型,是否完结,下载地址,密码,内容,漫画页地址
67,《鬼灯的冷彻》江口夏实 中文版1-25卷完结 日本漫画MOBI,江口夏实,其他,完结,https://pan.baidu.com/share/init?surl=dbmyhSnmIU8mtPr1QaMM5g,mybs,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter is-resized"">
   <img alt="""" class=""wp-image-1249"" height=""400"" sizes=""(max-width: 400px) 100vw, 400px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/25063904910.jpg"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/25063904910.jpg 800w, https://www.pdf5.net/wp-content/uploads/2019/03/25063904910-300x300.jpg 300w, https://www.pdf5.net/wp-content/uploads/2019/03/25063904910-768x768.jpg 768w"" width=""400""/>
  </figure>
 </div>
 <p>
  讲述了来自地狱这样那样的荒谬！在故事里的那个世界存在着天国和地狱，地狱被分为八大地狱和八寒地狱两部分，其中更是划分了二百七十二个精细的部署，战后的人口爆发，恶灵（贞子一类的）的凶暴化， 那个世界陷入了前所未闻的混乱之中。不管是这个世界还是那个世界，处理此等问题的就是冷静的善后工作负责人，但是—如此杰出的幕后人物却比各种领袖角色稀少多了。
  <br/>
  描述阎罗王手下的第一辅佐官·鬼灯在地狱中充满超级S的日常生活以及超现实的黑色幽默。主要舞台是描述住在日本的地狱的当地居民们的生活、除此之外还有神话、日本童话、怪谈等多数故事人物登场、另外不限于日本，国外的恶魔和妖怪也会出现。
 </p>
</div>
",https://www.pdf5.net/1248.html
68,《钢之炼金术师》荒川弘 中文版1-27卷完结 日本漫画 PDF+MOBI,荒川弘,其他,完结,https://pan.baidu.com/share/init?surl=zUG_QYMdhTdJwptcyWNx4w,1eou,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter"">
   <img alt="""" class=""wp-image-1246"" sizes=""(max-width: 330px) 100vw, 330px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/25063713227.png"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/25063713227.png 330w, https://www.pdf5.net/wp-content/uploads/2019/03/25063713227-238x300.png 238w""/>
  </figure>
 </div>
 <p>
  主人公爱德华兄弟为了救回病逝的母亲，使用了禁忌的人体炼成术，失败后被禁术反噬，兄弟两人都失去了身体。为了找回失去的身体，他们踏上了冒险的旅途。
 </p>
</div>
",https://www.pdf5.net/1245.html
69,《钢铁神兵BtX》车田正美 中文版1-16卷完结 日本漫画JPG,车田正美,其他,完结,https://pan.baidu.com/share/init?surl=ZfEiS53cd0s5WbmPNdUGEw,60i6,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter is-resized"">
   <img alt="""" class=""wp-image-1243"" height=""519"" sizes=""(max-width: 375px) 100vw, 375px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/24085827330.jpg"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/24085827330.jpg 500w, https://www.pdf5.net/wp-content/uploads/2019/03/24085827330-217x300.jpg 217w"" width=""375""/>
  </figure>
 </div>
 <p>
  钢铁神兵Btx
  <a class=""relatedlink"" href=""https://www.pdf5.net/category/manhua"" rel=""noopener"" target=""_blank"">
   漫画
  </a>
  ，高宫铁兵在幼时就与大哥钢太郎约定，要靠自己的力量成为光亮闪耀的男子汉。五年后，企图以科技征服世界的邪恶组织—机国，绑架了天才科学家高宫钢太郎；铁兵为了救出大哥而遇见了传说中的B’T—X，成为新的主人，紧接着与机械皇国展开了壮烈的战斗。在此同时，继皇国西之灵将华莲之后，南方的凤、东方的龙、北方的北斗等灵将，也为澄清对机械皇帝的疑虑而起来反抗皇国。但是钢太郎针对机械皇国所创出的终极B’T拉法尔，想找出其弱点的努力只是白费力气，拉法尔已经发展成能全地球的可怕怪物了……
 </p>
</div>
",https://www.pdf5.net/1242.html
70,《福星小子》高桥留美子 中文版1-25卷完结 日本漫画 PDF,高桥留美子,其他,完结,https://pan.baidu.com/share/init?surl=nrfrFxZsEukLWEkaadQccg,dz4m,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter"">
   <img alt="""" class=""wp-image-1240"" sizes=""(max-width: 303px) 100vw, 303px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/24085558993.jpg"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/24085558993.jpg 303w, https://www.pdf5.net/wp-content/uploads/2019/03/24085558993-208x300.jpg 208w""/>
  </figure>
 </div>
 <p>
  <span style=""color: #333333;"">
   <span style=""font-family: arial, 宋体, sans-serif;"">
    友引高中2年4班的学生诸星当，堪称史上最好色的男子，虽然有青梅竹马的阿忍，但他仍然四处搭讪，为了美女命都可以不顾。某天外星鬼族入侵地球，鬼族首领要求双方各派出一名代表，通过赛跑决定地球的命运。一向厄运缠身的阿当成了当之无愧的中彩者，鬼族则派出首领的女儿——身穿比基尼，吊眼梢，会飞会放电的小美女拉姆。这场重要的比赛最终以阿当获胜告终，而拉姆却爱上了这个不着调的对手。从此，他们的命运被紧紧联系在一起，也由此引发了一系列神奇、爆笑、感人的小故事……
   </span>
  </span>
  <span style=""font-family: arial, 宋体, sans-serif;"">
   <span style=""color: #333333;"">
    <br/>
   </span>
  </span>
 </p>
</div>
",https://www.pdf5.net/1239.html
71,《风魔小次郎》车田正美 中文版1-10卷完结 高清全彩 日本漫画JPG,车田正美,其他,完结,https://pan.baidu.com/share/init?surl=aT2cQo-ZjEdiGDgkQ4blhQ,bur1,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter is-resized"">
   <img alt="""" class=""wp-image-1237"" height=""406"" sizes=""(max-width: 278px) 100vw, 278px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/24085352719.jpg"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/24085352719.jpg 556w, https://www.pdf5.net/wp-content/uploads/2019/03/24085352719-206x300.jpg 206w"" width=""278""/>
  </figure>
 </div>
 <p>
  主角是一个名为风魔族的少年小次郎，由捍卫校园，以及围绕圣剑“风林火山”之间的战斗。剧情的高潮“圣剑战争”，一对对宿敌辉煌的决斗、双双倒下，在命运的面前没有胜利者，只有消失的身影和插在地上的残剑……车田正美的一部好作品，和圣斗士齐名…
 </p>
</div>
",https://www.pdf5.net/1236.html
72,《深夜食堂》安倍夜郎 台湾中文版1-18卷 日本漫画 PDF,安倍夜郎,其他,完结,https://pan.baidu.com/share/init?surl=nWh3CK0LIDtEGKiB6bLuDQ,jig4,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter is-resized"">
   <img alt="""" class=""wp-image-1228"" height=""497"" sizes=""(max-width: 389px) 100vw, 389px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/24084237870.png"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/24084237870.png 519w, https://www.pdf5.net/wp-content/uploads/2019/03/24084237870-235x300.png 235w"" width=""389""/>
  </figure>
 </div>
 <p>
  《深夜食堂》讲述了发生在一个小餐馆的故事，这里的菜单只有猪肉酱汤套餐一种，但是老板可以根据客人的要求利用现有食材做出各种料理，而且他还会和客人一起带出一个个充满人情味的故事。来小餐馆的有各式各样的客人，有黑社会份子，有没名气的演员，还有上班族和OL三人组。
 </p>
</div>
",https://www.pdf5.net/1227.html
73,《火影忍者》岸本齐史 台湾中文版1-72卷 日本漫画 PDF,岸本齐史,热血,完结,https://pan.baidu.com/share/init?surl=nfrMtytJ4KW4_FUhXafGmA,88am,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter is-resized"">
   <img alt="""" class=""wp-image-1225"" height=""525"" sizes=""(max-width: 330px) 100vw, 330px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/24084023258.jpg"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/24084023258.jpg 440w, https://www.pdf5.net/wp-content/uploads/2019/03/24084023258-189x300.jpg 189w"" width=""330""/>
  </figure>
 </div>
 <p>
  十多年前一只拥有巨大威力的妖兽“九尾妖狐”袭击了木叶隐村，当时的第四代火影拼尽全力，以自己的生命为代价将“九尾妖狐”封印在了刚出生的鸣人身上。木叶村终于恢复了平静，但村民们却把鸣人当成像“九尾妖狐”那样的怪物看待，所有人都疏远他。无可奈何，鸣人用各种恶作剧试图吸引大家的注意力。在伊鲁卡老师的关心下，鸣人始终保持着乐观的精神。为了让更多的人认可自己，他下定决心要成为火影！鸣人怀着过人的自信与勇气开始了训练，但一切要比他想象的要困难的多！
  <br/>
  鸣人从小十分孤独，木叶村村民把他当成九尾的化身，当他是怪物看待。一晃十多年过去了， 鸣人考入了木叶村的忍者学校，结识了伙伴佐助和小樱。佐助是宇智波一族的末裔，当他还是小孩的时候他的哥哥——一个拥有强大实力的忍者将他们家族的人都杀死了，然后投靠了一直想将木叶村毁灭的大蛇丸，佐助自小就发誓要超越哥哥，为家族报仇。鸣人他们在忍者学校得到了教官卡卡西的精心指点，在他的帮助下去迎接成长中的一次又一次挑战！不久之后，在卡卡西老师的带领下，鸣人与佐助、小樱一起踏上了修行之路。等待他们的将是无穷无尽的艰险挑战，而鸣人等人也在这生与死的较量中逐渐成长起来。
 </p>
</div>
",https://www.pdf5.net/1224.html
75,《海贼王》又名《航海王》 尾田荣一郎 中文版1-902话 日本漫画 PDF,尾田荣一郎,其他,连载中,https://pan.baidu.com/share/init?surl=9KAwR8x3NsgyzFin29XTxw,q158,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter is-resized"">
   <img alt="""" class=""wp-image-1219"" height=""464"" sizes=""(max-width: 374px) 100vw, 374px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/24083425365.png"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/24083425365.png 498w, https://www.pdf5.net/wp-content/uploads/2019/03/24083425365-242x300.png 242w"" width=""374""/>
  </figure>
 </div>
 <p>
  《航海王》是日本
  <a class=""relatedlink"" href=""https://www.pdf5.net/category/manhua"" rel=""noopener"" target=""_blank"">
   漫画
  </a>
  家尾田荣一郎作画的少年漫画作品，在《周刊少年Jump》1997年34号开始连载。改编的电视动画《航海王》于1999年10月20日起在富士电视台首播。
 </p>
 <p>
  2012年5月11日，《航海王》获得第41回日本漫画家协会赏??。截至2015年6月15日，《航海王》以日本本土累计发行了3亿2086万6000本，被吉尼斯世界纪录官方认证为“世界上发行量最高的单一作者创作的系列漫画”? ?。2017年7月21日，日本纪念日协会通过认证，将每年的7月22日设立为“ONE PIECE纪念日”? ? 。
 </p>
 <p>
  创作海贼故事是尾田荣一郎长久以来的梦想，他小时候一直很好奇为什么没有什么漫画以海贼为主题，他顶多只知道有《北海小英雄》这部动画。他认为男孩长到某个年纪后应该就会想要出海寻宝才对。尾田从小就很想看海贼的漫画，那个时候他对自己说，如果要自己画的话，那就一定会画海贼的故事。不管作品卖不卖得掉，他都是作好了心理准备才会这么选择的，纯粹就是他自己想看而已。
 </p>
 <p>
  尾田荣一郎在初一时，第一次画了海贼漫画，而尾田对孩子冒险所抱着的想象太丰富，就一本笔记本也画不完。他认识到用“一期完”的形式来画海贼漫画是不可能的，于是他决定要在《少年JUMP》上连载海贼漫画??。
 </p>
</div>
",https://www.pdf5.net/1218.html
76,《圣斗士星矢》车田正美 中文版1-103卷+冥王1-10卷 日本漫画 PDF,车田正美,其他,完结,https://pan.baidu.com/share/init?surl=kEBNAnQo4GJGl6qMMfCzDw,1dgc,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter is-resized"">
   <img alt="""" class=""wp-image-1216"" height=""473"" sizes=""(max-width: 338px) 100vw, 338px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/24083124543.png"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/24083124543.png 451w, https://www.pdf5.net/wp-content/uploads/2019/03/24083124543-215x300.png 215w"" width=""338""/>
  </figure>
 </div>
 <p>
  《圣斗士星矢》是日本
  <a class=""relatedlink"" href=""https://www.pdf5.net/category/manhua"" rel=""noopener"" target=""_blank"">
   漫画
  </a>
  家车田正美的代表作。整个故事以希腊神话为主要背景，但并不拘泥于希腊神话的典籍。除希腊神话以外，埃及神话、印度神话、佛教、中国古代传说等也陆续被引用。作品诞生之后不久便风靡世界。被日本集英社评为“20世纪日本国内不容错过的15部经典名作”之一??。
 </p>
</div>
",https://www.pdf5.net/1215.html
77,《机器猫/哆啦A梦》藤本弘 台湾中文版1-20卷+吉林美术版1-45卷全 高清全彩版 日本漫画 PDF,,其他,完结,https://pan.baidu.com/share/init?surl=MifHQ289W_Ry-Vcd8ZbVuw,cb5e,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter"">
   <img alt="""" class=""wp-image-1213"" sizes=""(max-width: 413px) 100vw, 413px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/24082633683.png"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/24082633683.png 413w, https://www.pdf5.net/wp-content/uploads/2019/03/24082633683-210x300.png 210w""/>
  </figure>
 </div>
 <p>
  《哆啦A梦》（日语：ドラえもん；英语：Doraemon；旧译叮当 / 小叮当）是由日本
  <a class=""relatedlink"" href=""https://www.pdf5.net/category/manhua"" rel=""noopener"" target=""_blank"">
   漫画
  </a>
  家藤本弘（笔名藤子·F·不二雄）和安孙子素雄（笔名藤子不二雄A）共同创作的漫画作品，1987年12月23日后，由于两位作者打算各自创作漫画，《哆啦A梦》系列的创作便完全由藤本弘负责。该漫画叙述了一只来自22世纪的猫型机器人——哆啦A梦，受主人野比世修的托付，回到20世纪，借助从四维口袋里拿出来的各种未来道具，来帮助世修的高祖父——小学生野比大雄化解身边的种种困难问题，以及生活中和身边的小伙伴们发生的轻松幽默搞笑感人的故事。
 </p>
</div>
",https://www.pdf5.net/1212.html
78,《灌篮高手 全国大赛篇》井上雄彦 中文版1-79话完结 高清全彩 日本漫画JPG,井上雄彦,热血,完结,https://pan.baidu.com/share/init?surl=S3djKglnhm0Rd3nlVkxDaA,8h03,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter"">
   <img alt="""" class=""wp-image-1210"" sizes=""(max-width: 320px) 100vw, 320px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/24082359438.jpg"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/24082359438.jpg 320w, https://www.pdf5.net/wp-content/uploads/2019/03/24082359438-200x300.jpg 200w""/>
  </figure>
 </div>
 <p>
  <span style=""color: #333333;"">
   <span style=""font-family: arial, 宋体, sans-serif;"">
    湘北在打丰玉时，流川被南烈使卑鄙手段打伤眼睛，结果樱木发飚想为流川出头，这是樱木第一次显出关心流川的表情。
   </span>
  </span>
  <br/>
  <span style=""color: #333333;"">
   <span style=""font-family: arial, 宋体, sans-serif;"">
    湘北打赢丰玉后，又接着打山王这个强强队，流川于是遇到了一个叫泽北的天才强敌，在屡战屡败的情形下，流川第一次微勾起唇角（这就是惊世骇俗的流川式微笑）同时流川宣称，我要去美国！（旁边的樱木嚷着也要去）
   </span>
  </span>
  <br/>
  <span style=""color: #333333;"">
   <span style=""font-family: arial, 宋体, sans-serif;"">
    打山王最后时刻，樱木为了救球，导致脊背受伤，”老头子，你最光辉的时刻是何时？全日本时代吗？而我呢…就是现在了”。于是，樱木忍痛继续打篮球，并且和流川如有灵犀合作无间。樱木发现自己完全爱上篮球。
   </span>
  </span>
  <br/>
  <span style=""color: #333333;"">
   <span style=""font-family: arial, 宋体, sans-serif;"">
    湘北险胜山王，尘埃落定时刻，樱木流川那次击掌被热血SD迷引为经典美谈。
   </span>
  </span>
 </p>
</div>
",https://www.pdf5.net/1209.html
79,《灌篮高手》井上雄彦 中文版1-31卷完结 日本漫画 PDF,井上雄彦,热血,完结,https://pan.baidu.com/share/init?surl=ZTlZDB50Yjak_xPKDCKzDg,6zn0,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter is-resized"">
   <img alt="""" class=""wp-image-1207"" height=""476"" sizes=""(max-width: 317px) 100vw, 317px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/24081936325.png"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/24081936325.png 423w, https://www.pdf5.net/wp-content/uploads/2019/03/24081936325-200x300.png 200w"" width=""317""/>
  </figure>
 </div>
 <p>
  为了讨好同级暗恋对象赤木晴子的欢心，原来毫无篮球基础的樱木花道未及细想就参加了篮球队，而晴子却喜欢从初中开始就一直是明星球员的流川枫。天生的潜质加上不服输的精神，使樱木飞速的进步，渐渐成为湘北篮球队不可缺的主力球员。本作的主轴在于樱木花道所加入的湘北高中篮球队，在赤木刚宪等人的带领之下，自地区选拔赛开始，勇闯全国高中篮球联赛。
 </p>
</div>
",https://www.pdf5.net/1206.html
80,《神之水滴》亚树直 中文版1-44卷完结 日本漫画JPG,亚树直,其他,完结,https://pan.baidu.com/share/init?surl=oxzwiyTyiqeMGwFT16qZhg,huya,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter is-resized"">
   <img alt="""" class=""wp-image-1204"" height=""476"" sizes=""(max-width: 383px) 100vw, 383px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/24081621907.png"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/24081621907.png 511w, https://www.pdf5.net/wp-content/uploads/2019/03/24081621907-242x300.png 242w"" width=""383""/>
  </figure>
 </div>
 <p>
  《神之水滴》是一部非常有人气
  <a class=""relatedlink"" href=""https://www.pdf5.net/category/manhua"" rel=""noopener"" target=""_blank"">
   漫画
  </a>
  ，以葡萄酒为主题，累计销售220万部以上。著名葡萄酒评论家神咲丰多香去世后，留下市值超过20亿日元的葡萄酒收藏品，其中最顶级的就是“神之水滴”，只有能够辨别出“十二使徒”和“神之水滴”名称与年份的人才能继承他的遗产，因此他的儿子神咲雫与义子远峰一青在遗嘱带领下，展开了一场惊心动魄的葡萄酒比试。
 </p>
</div>
",https://www.pdf5.net/1203.html
1456,《IS》桂正和 中文版1-15卷完结 日本漫画 PDF格式,桂正和,其他,完结,https://pan.baidu.com/s/1-UDkme_O-ZngKBDOVWm8QQ,sppr,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter is-resized"">
   <img alt="""" class=""wp-image-1366"" height=""500"" sizes=""(max-width: 592px) 100vw, 592px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/25090900476.png"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/25090900476.png 789w, https://www.pdf5.net/wp-content/uploads/2019/03/25090900476-300x254.png 300w, https://www.pdf5.net/wp-content/uploads/2019/03/25090900476-768x649.png 768w"" width=""592""/>
  </figure>
 </div>
 <p>
  I”s漫画从头到尾透着酸涩的感觉，充分地让读者体会初恋的感动。这部漫画被认为是桂正和最经典的代表作，也产生了一大批I”s迷。
  <br/>
  I”s讲述了男主角濑户一贵与女主角苇月伊织的恋爱故事。
 </p>
</div>
",https://www.pdf5.net/1365.html
74,《名侦探柯南》青山刚昌 中文版1-1014话 日本漫画 PDF JPG,青山刚昌,其他,完结,https://pan.baidu.com/s/1NOnoGoffoaYLWnb80BO8Xg,kvqm,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter"">
   <img alt="""" class=""wp-image-1222"" sizes=""(max-width: 361px) 100vw, 361px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/24083744523.png"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/24083744523.png 361w, https://www.pdf5.net/wp-content/uploads/2019/03/24083744523-213x300.png 213w""/>
  </figure>
 </div>
 <p>
  <span style=""color: #333333;"">
   <span style=""font-family: arial, 宋体, sans-serif;"">
    高中生侦探工藤新一和青梅竹马的同学毛利兰一同去游乐园玩的时候，目击了黑衣男子的可疑交易现场。只顾偷看交易的工藤新一，却忽略了从背后接近的另一名同伙。他被那名男子灌下了毒药，当他醒来时，身体居然缩小了！
   </span>
  </span>
  <br/>
  <span style=""color: #333333;"">
   <span style=""font-family: arial, 宋体, sans-serif;"">
    如果让那些家伙知道工藤新一还活着的话，不仅性命难保，还会危及身边的人。在阿笠博士的建议下他决定隐瞒身份，在被小兰问及名字时，化名江户川柯南，为了搜集那些家伙的情报，寄住在父亲以侦探为业的小兰家中。
   </span>
  </span>
  <br/>
  <span style=""color: #333333;"">
   <span style=""font-family: arial, 宋体, sans-serif;"">
    谜团重重的黑衣组织……他所了解的，就只有他们是以酒的名称作为代号的。为了揭露那些家伙的真面目，小小侦探江户川柯南的活跃开始了！
   </span>
  </span>
 </p>
</div>
",https://www.pdf5.net/1221.html
81,《王家的纹章尼罗河的女儿》细川智荣子 中文版1-57卷完结 日本漫画Mobi PDF,细川智荣子,其他,完结,https://pan.baidu.com/share/init?surl=LNcPcxxJD_Y4vCoDdZT1gw,n54g,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter is-resized"">
   <img alt="""" class=""wp-image-1201"" height=""383"" sizes=""(max-width: 333px) 100vw, 333px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/24081330392.jpg"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/24081330392.jpg 666w, https://www.pdf5.net/wp-content/uploads/2019/03/24081330392-261x300.jpg 261w"" width=""333""/>
  </figure>
 </div>
 <p>
  《尼罗河女儿》原名《王家的纹章》，讲述的是热爱考古学的现代美国女孩凯罗尔，由于挖掘古埃及王家的墓室而被女王爱西丝诅咒，跨越时间，返回古代埃及，与埃及王曼菲士相恋的故事。
  <a class=""relatedlink"" href=""http://www.zz5100.com/forum.php?gid=45"" rel=""noopener"" target=""_blank"">
   漫画
  </a>
  程序2011年全力打造第一漫画程序漫画网收集自互联网，漫画程序2011年全力打造第一漫画程序漫画_为你做最好的在线漫画网站！ 做为男主人公的曼菲士，骄横、英明、聪慧、粗暴，既是名君又是暴君，这在当里是绝无仅有并且非常抢眼的。比起那时充斥少女漫画的大量英雄白脸小生，曼菲士元疑是健康而过激的，而他又生活在奴隶社会具备很鲜明的奴隶主性格，完全不懂什么叫自由、平等，喜欢就拿来，不服从就用抢的，完全是心理想要什么，就毫不忌讳毫不掩饰地用暴力去取得，是充满了本能意识的成行动派，这样的的人物虽然有着致命的魅力和吸引力，但也决定了他给予凯罗尔的爱不可能是站在平等立场上的爱，所以曼菲士虽能不惜开战、不惜牺牲生命搭救凯罗尔，却又对凯罗尔正常的心理反抗不能接受，还屡次逼婚逼嫁，想用暴力手段将她留在身边，完全不顾别人的感受。
 </p>
</div>
",https://www.pdf5.net/1200.html
82,《超级漫画素描技法》中文版26篇 林晃 日本大师级漫画教程 PDF,林晃,其他,完结,https://pan.baidu.com/share/init?surl=I1V4z-kzTDf_tTTBkYD0iA,xept,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter is-resized"">
   <img alt="""" class=""wp-image-1198"" height=""508"" sizes=""(max-width: 371px) 100vw, 371px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/24081004350.png"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/24081004350.png 495w, https://www.pdf5.net/wp-content/uploads/2019/03/24081004350-219x300.png 219w"" width=""371""/>
  </figure>
 </div>
 <p>
  <span style=""color: #333333;"">
   <span style=""font-family: arial, 宋体, sans-serif;"">
    该书是一本讲述漫画创作方法的书籍。
   </span>
  </span>
  <br/>
  01.基础篇
  <br/>
  02.头身比篇
  <br/>
  03.草图篇
  <br/>
  04.透视篇
  <br/>
  05.运动篇
  <br/>
  06.人物与素材篇
  <br/>
  07.人物表现篇
  <br/>
  08.古典人物篇
  <br/>
  09.质感表现篇
  <br/>
  10.光影色调篇
  <br/>
  11.男性角色篇
  <br/>
  12.卡通动物篇
  <br/>
  13.单幅漫画创作篇
  <br/>
  14.角色篇
  <br/>
  15.美少女篇
  <br/>
  16.体育格斗篇
  <br/>
  17.Q版造型篇
  <br/>
  18.奇幻篇
  <br/>
  19.表情动作篇
  <br/>
  20.现代人物篇
  <br/>
  21.校园篇
  <br/>
  22-道具篇
  <br/>
  23.四格漫画创作篇
  <br/>
  24.综合篇
  <br/>
  25.从入门到精通
  <br/>
  26.人物结构篇
 </p>
</div>
",https://www.pdf5.net/1197.html
83,《龙珠超》鸟山明 中文版1-54话+番外篇 日本漫画JPG,鸟山明,其他,连载中,https://pan.baidu.com/s/1RYxf05wyF9aWuHn2-91C1w,4ttt,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter is-resized"">
   <img alt="""" class=""wp-image-1195"" height=""450"" sizes=""(max-width: 317px) 100vw, 317px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/24080559856.jpg"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/24080559856.jpg 423w, https://www.pdf5.net/wp-content/uploads/2019/03/24080559856-212x300.jpg 212w"" width=""317""/>
  </figure>
 </div>
 <p>
  <span style=""color: #111111;"">
   <span style=""font-family: Helvetica, Arial, sans-serif;"">
    <span>
     结束了与魔人布欧的惨烈之战后，多灾多难的地球重归和平，而作为救世主存在的孙君（还生人间，和家人们过着无忧无虑的快乐生活。这边厢Z战士们安享太平，遥远的宇宙最深处，一个可怕的神明悠然苏醒。他是破坏神比鲁斯，嗜好美食又无比任性，稍有不满意的地方便面不改色地摧毁一颗星球以及上面的生命，堪称是界王神都不敢轻易招惹的可怕神明。受一个神秘之梦的侵扰，比鲁斯决定寻找强大的对手比试一番。他和随从维斯来到了地球。孙悟空和伙伴们面临前所未有的挑战，而他将朝着神的境界全力冲刺……
    </span>
   </span>
  </span>
  <br/>
  <span style=""color: #111111;"">
   <span style=""font-family: Helvetica, Arial, sans-serif;"">
    <span>
     本片是由鸟山明担任原案所开启的全新的龙珠故事。
    </span>
   </span>
  </span>
 </p>
</div>
",https://www.pdf5.net/1194.html
