,标题,作者,类型,是否完结,下载地址,密码,内容,漫画页地址
1442,《我间乱》中丸洋介 中文版1-194话完结 日本漫画JPG,中丸洋介,其他,完结,https://pan.baidu.com/share/init?surl=3jAefk4l-VOt38W0Jt-ycw,bz96,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter"">
   <img alt="""" class=""wp-image-1387"" sizes=""(max-width: 250px) 100vw, 250px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/25092626157.jpg"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/25092626157.jpg 250w, https://www.pdf5.net/wp-content/uploads/2019/03/25092626157-195x300.jpg 195w""/>
  </figure>
 </div>
 <p>
  我间乱
  <a class=""relatedlink"" href=""https://www.pdf5.net/category/manhua"" rel=""noopener"" target=""_blank"">
   漫画
  </a>
  ，是江户中期，太平之世。海原藩，别名“鬼之巢”。在这片充满血腥味的土地上，云集了三百余个实力出众的武术流派。海原藩主·鹫津直定为了选出海原藩最强的武术流派，向他的三十一位儿子宣布：谁选中的流派能够在“海原比武大会”上获得优胜，谁就能成为海原藩的继承者。鹫津直定第二十八子·鹫津直善为了获得胜利，远赴海原藩边界寻找传说中的剑士，大龟流“千人斩”黑铁阵介。好不容易找到大龟流道场的直善，却发现黑铁阵介早已不知所踪。留守道场的，是他的儿子，大龟流新传人黑铁我间。在见识到我间的实力后，直善终于下定了决心……
 </p>
</div>
",https://www.pdf5.net/1386.html
1444,《我的英雄学院》堀越耕平 中文版1-23卷完结 日本漫画MOBI,堀越耕平,其他,完结,https://pan.baidu.com/share/init?surl=Bo4nDX5g_FpYi8XKwFKngQ,pmxb,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter"">
   <img alt="""" class=""wp-image-1384"" sizes=""(max-width: 294px) 100vw, 294px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/25092434836.png"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/25092434836.png 294w, https://www.pdf5.net/wp-content/uploads/2019/03/25092434836-201x300.png 201w""/>
  </figure>
 </div>
 <p>
  大部分的人类，在这个时代里都拥有名为“个性”的力量，但有力量之人却不一定都属于正义的一方。只要邪恶出现的地方，必定会有英雄挺身而出拯救众人。一名天生没有力量的少年——绿谷出久从小就憧憬一位顶尖英雄，而他的梦想就是成为伟大的英雄，可是，没有力量的他能实现自己的梦想吗？虽然困难重重，少年却依旧不放弃，朝着自己的目标勇往前进！
 </p>
</div>
",https://www.pdf5.net/1383.html
1446,《强者的新传说》三浦纯 阿部正行 中文版1-50话完结 日本漫画JPG,三浦纯,其他,完结,https://pan.baidu.com/share/init?surl=gFvTHID2cmvHpwX5R0epSg,ogx7,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter is-resized"">
   <img alt="""" class=""wp-image-1381"" height=""447"" sizes=""(max-width: 302px) 100vw, 302px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/25092232694.png"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/25092232694.png 403w, https://www.pdf5.net/wp-content/uploads/2019/03/25092232694-203x300.png 203w"" width=""302""/>
  </figure>
 </div>
 <p>
  强者的新传说
  <a class=""relatedlink"" href=""https://www.pdf5.net/category/manhua"" rel=""noopener"" target=""_blank"">
   漫画
  </a>
  ，干掉魔王凯尔漠然回首，发现自己珍视的伙伴都逝去了，自己的武器也爆了，原本想要默默接受这种Bad Ending的他，接触到了魔王祭台上的神龙的心脏，然后带着记忆读档了……
 </p>
</div>
",https://www.pdf5.net/1380.html
1448,《龙狼传》山原义人 中文版第一部1-37卷完结+ 第二部1-16卷完结 日本漫画 PDF,山原义人,其他,完结,https://pan.baidu.com/share/init?surl=siRVnOk4U1RKo-0Wrb4Ywg,a5o9,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter is-resized"">
   <img alt="""" class=""wp-image-1378"" height=""460"" sizes=""(max-width: 300px) 100vw, 300px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/25092007755.jpg"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/25092007755.jpg 600w, https://www.pdf5.net/wp-content/uploads/2019/03/25092007755-196x300.jpg 196w"" width=""300""/>
  </figure>
 </div>
 <p>
  跨越时空的传奇故事，天地志狼是一位普通的中学生，在毕业旅行的途中，与青梅竹马的泉真澄莫名其妙地超越时空，来到了中国战火不断的三国时代！这是巧合，还是上天刻意安排？熟知三国史的志狼，会对历史产生甚么影响？《龙狼传》集历史、武斗、幻想等元素于一身，天马行空，引人入胜，刺激精彩，诚为不可多得的长篇
  <a class=""relatedlink"" href=""https://www.pdf5.net/category/manhua"" rel=""noopener"" target=""_blank"">
   漫画
  </a>
  ，在日本、香港及台湾等地均大受欢迎，绝对不容错过！
 </p>
</div>
",https://www.pdf5.net/1377.html
1450,《危险调查员》浦泽直树 中文版1-18卷完结 日本漫画JPG,浦泽直树,其他,完结,https://pan.baidu.com/share/init?surl=btzraiRcKxr1SVPszlYPlw,3boh,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter is-resized"">
   <img alt="""" class=""wp-image-1375"" height=""470"" sizes=""(max-width: 347px) 100vw, 347px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/25091808807.png"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/25091808807.png 462w, https://www.pdf5.net/wp-content/uploads/2019/03/25091808807-221x300.png 221w"" width=""347""/>
  </figure>
 </div>
 <p>
  危险调查员漫画 ，非常好看的一套漫画喔，漫画的场景横跨伦敦日本德国罗马尼亚伊拉克以色列到新疆各地，在各种案件当中，看起来像是侦探小说又像是一套考古发现之旅，更重要是每回探触到人类文明起源的思考，回到一种尊敬自然的感觉。
 </p>
</div>
",https://www.pdf5.net/1374.html
1452,《食戟之灵》附田佑斗 佐伯俊 中文版1-27卷完结 日本漫画 PDF,佐伯俊,其他,完结,https://pan.baidu.com/share/init?surl=DPd8NYHnTgGTejJfZh9LfA,7wjy,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter is-resized"">
   <img alt="""" class=""wp-image-1372"" height=""488"" sizes=""(max-width: 336px) 100vw, 336px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/25091443828.png"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/25091443828.png 448w, https://www.pdf5.net/wp-content/uploads/2019/03/25091443828-206x300.png 206w"" width=""336""/>
  </figure>
 </div>
 <p>
  食戟之灵
  <a class=""relatedlink"" href=""https://www.pdf5.net/category/manhua"" rel=""noopener"" target=""_blank"">
   漫画
  </a>
  ，由《少年疾驱》的作者附田老师跟里漫画界的名画师佐伯俊（也就是tosh老师）合作的jump next主打短篇！在料理界的王者学园——远山茶寮料理学园中，料理天才少女绘里奈和奇怪的少年幸平创真之间的激烈碰撞，将会给料理界带来什么呢？让人热血沸腾的美食漫画要开始了！
 </p>
</div>
",https://www.pdf5.net/1371.html
1454,《鸟山明短篇作品集》中文版1-8卷 日本漫画 PDF,鸟山明,其他,完结,https://pan.baidu.com/share/init?surl=yxgxG5fXmEaPjpEIQl9fbA,el47,"<div class=""article-content"">
 <figure class=""wp-block-image"">
  <img alt="""" class=""wp-image-1369"" sizes=""(max-width: 616px) 100vw, 616px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/25091109426.png"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/25091109426.png 616w, https://www.pdf5.net/wp-content/uploads/2019/03/25091109426-300x213.png 300w""/>
 </figure>
 <p>
  在日本
  <a class=""relatedlink"" href=""https://www.pdf5.net/category/manhua"" rel=""noopener"" target=""_blank"">
   漫画
  </a>
  史上，鸟山明绝对是一个值得大书特书的人物，鸟山明是公认的当今日本漫画界首席代表。他的成名之作《阿拉蕾（Dr. Slump）》和代表作《七龙珠（Dragon Ball）》在全世界都极受欢迎，广受赞誉。至1995年7月，《阿拉蕾》共售出28,110,000多份拷贝，而《七龙珠》更是创造了109,300,000多的销售记录。他在日本漫画史上创下的记录至今仍然高高在上，遥不可及。1982年他的所得税达到了惊人的五亿三千九百四十二万日元，这也改写了日本漫画史上的新章。而在1983年创下漫画家缴税之最高记录”六亿四千七百四十五万日圆”，突破了自己的记录，至今这个记录数年内都高挂在日本漫画界的亿万富豪榜上(之后被高桥和希凭借《游戏王》打破）。龙珠漫画的长期连载消耗了鸟山明的全部精力，之后他几乎进入半退休状态。连载结束后，《少年跳跃》发行量大跌，在编辑部的恳求下，鸟山明偶尔发表一些短期连载作品或独立作品。
 </p>
</div>
",https://www.pdf5.net/1368.html
1458,《烈火之炎》安西信行 中文版1-33卷完结 日本漫画 PDF,安西信行,其他,完结,https://pan.baidu.com/share/init?surl=Vy3wJYL1STkerBsN74MZ5w,vm0b,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter is-resized"">
   <img alt="""" class=""wp-image-1363"" height=""584"" sizes=""(max-width: 435px) 100vw, 435px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/25090630890.jpg"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/25090630890.jpg 580w, https://www.pdf5.net/wp-content/uploads/2019/03/25090630890-224x300.jpg 224w"" width=""435""/>
  </figure>
 </div>
 <p>
  故事是叙述一个名叫花菱烈火的高中生，从小就具有操控火的力量，直到某一天他遇见他的母亲阳炎，他才知道自己原来是四百多年前的火影忍者一族。火影忍者中的首领都具有操控火的力量，并且拥有很多神奇的魔道具，而烈火就具有首领的血统。四百多年前，织田信长要攻打火影忍者，当時的第六代首领樱火，也就是烈火的父亲，为了防止这些威力强大的魔道具被敌人抢走，因此决定不用魔道具作战，結果全军覆沒。阳炎为了保护唯一的儿子——烈火，于是使用了被视为禁法的火影秘术——時空流离，将烈火传送到现代來，巧的是他同父异母的哥哥——红丽也被传送走了。阳炎在用了这个禁法后，便会遭到永恒的诅咒，困在时空中，永远不会死亡，她就这样活了四百多年，历经各个时代，找寻自己的孩子——烈火。四百多年后的今天，烈火、阳炎、红丽在偶然的机会下相遇了，从此开始了一连串的故事…
 </p>
</div>
",https://www.pdf5.net/1362.html
1460,《功夫旋风儿》日本漫画中文版 PDF全1-59卷完结+新篇8卷+柔道篇28卷 PDF,,其他,完结,https://pan.baidu.com/share/init?surl=gzYUPb1gaNnkbwu-kSLPAg,bfkc,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter"">
   <img alt="""" class=""wp-image-1360"" sizes=""(max-width: 294px) 100vw, 294px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/25090404997.jpg"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/25090404997.jpg 294w, https://www.pdf5.net/wp-content/uploads/2019/03/25090404997-196x300.jpg 196w""/>
  </figure>
 </div>
</div>
",https://www.pdf5.net/1359.html
1462,《猫眼三姐妹》北条司 中文版1-18卷完结 日本漫画 PDF,北条司,其他,完结,https://pan.baidu.com/share/init?surl=kvxVpK8ow-rh-ufTEG-ONA,kkmn,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter is-resized"">
   <img alt="""" class=""wp-image-1357"" height=""500"" sizes=""(max-width: 392px) 100vw, 392px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/25090110797.png"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/25090110797.png 522w, https://www.pdf5.net/wp-content/uploads/2019/03/25090110797-235x300.png 235w"" width=""392""/>
  </figure>
 </div>
 <p>
  “猫眼三姐妹”是专门窃取美术作品的盗贼集团，她们作案时总会留下带有猫眼三姐妹字样的卡片。被猫眼三姐妹所盗的美术作品都属于她们失散多年的父亲迈克尔·海因茨（一位著名的艺术收藏家）所拥有。犬鸣警察署刑警内海俊夫负责调查猫眼三姐妹的案子，但是逮捕行动却一次又一次因猫眼三姐妹逍遥法外而失败。来生瞳是内海俊夫的女友，经营一家同样名为“猫眼”的咖啡厅。内海俊夫却不知道，来生瞳即是猫眼三姐妹三姐妹之一。
 </p>
</div>
",https://www.pdf5.net/1356.html
1464,《五等分的花嫁》春场ねぎ 中文版1-31话完结 日本漫画JPG,春场ねぎ,其他,完结,https://pan.baidu.com/share/init?surl=Qr4_QVvmtV7jssyaQKalYg,7zak,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter is-resized"">
   <img alt="""" class=""wp-image-1354"" height=""500"" sizes=""(max-width: 331px) 100vw, 331px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/25085814453.jpg"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/25085814453.jpg 662w, https://www.pdf5.net/wp-content/uploads/2019/03/25085814453-199x300.jpg 199w"" width=""331""/>
  </figure>
 </div>
 <p>
  五等分的花嫁漫画 ，谁说女主角只能有一个的？初次见面的女主角们！大家都各有千秋可爱非常！
 </p>
</div>
",https://www.pdf5.net/1353.html
1466,《娇羞的她是长头妖怪》二駅ずい 中文版1-22话完结 日本漫画 PDF,二駅ずい,其他,完结,https://pan.baidu.com/share/init?surl=aV6Gu9V9z8P7PQijP8r6fw,tfcc,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter is-resized"">
   <img alt="""" class=""wp-image-1351"" height=""512"" sizes=""(max-width: 347px) 100vw, 347px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/25085538440-694x1024.jpg"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/25085538440-694x1024.jpg 694w, https://www.pdf5.net/wp-content/uploads/2019/03/25085538440-203x300.jpg 203w, https://www.pdf5.net/wp-content/uploads/2019/03/25085538440-768x1133.jpg 768w, https://www.pdf5.net/wp-content/uploads/2019/03/25085538440.jpg 776w"" width=""347""/>
  </figure>
 </div>
 <p>
  新感觉校园青春日常开幕！女子高中生，长脖子，恋爱！我的青梅竹马竟然是个长头妖怪！但是她为什么总是脸红呢？好奇怪啊！
 </p>
</div>
",https://www.pdf5.net/1350.html
1468,《一拳超人》村田雄介 中文版+番外篇+特别篇 日本漫画JPG,村田雄介,其他,连载中,https://pan.baidu.com/share/init?surl=kiLhQOEbpOBBo3c2AXRrJQ,3ay8,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter is-resized"">
   <img alt="""" class=""wp-image-1348"" height=""499"" sizes=""(max-width: 328px) 100vw, 328px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/25085305325.png"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/25085305325.png 437w, https://www.pdf5.net/wp-content/uploads/2019/03/25085305325-197x300.png 197w"" width=""328""/>
  </figure>
 </div>
 <p>
  主人公埼玉原本是一名整日奔波于求职的普通人。3年前的一天偶然遇到了要对淘气少年下杀手的异变螃蟹人后，回忆起年少年时“想要成为英雄”的梦想，最终拼尽全力救下了淘气少年。之后通过拼命锻炼，埼玉终于脱胎换骨获得了最强的力量，但同时失去了头发成了光头。在独自做了一段时间英雄后，正式加入英雄协会，与众多英雄一起开始了对抗各种怪人以及恶势力的生活……
 </p>
</div>
",https://www.pdf5.net/1347.html
1470,《夜叉鸦》荻野真 中文版1-10卷完结 日本漫画JPG,荻野真,其他,完结,https://pan.baidu.com/share/init?surl=RSC-wJKbOlYLdvEZwZ7WEQ,sllm,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter"">
   <img alt="""" class=""wp-image-1345"" sizes=""(max-width: 297px) 100vw, 297px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/25085017982.jpg"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/25085017982.jpg 297w, https://www.pdf5.net/wp-content/uploads/2019/03/25085017982-199x300.jpg 199w""/>
  </figure>
 </div>
 <p>
  夜叉鸦
  <a class=""relatedlink"" href=""https://www.pdf5.net/category/manhua"" rel=""noopener"" target=""_blank"">
   漫画
  </a>
  ，荻野真是日本著名的鬼神题材漫画家，由于他的孔雀王的问世，掀起了这一领域的第二次高潮。因为他本人有非常深厚的宗教知识，他的《孔雀王》在日本漫画界也是一部里程碑式的作品。 《夜叉鸦》是继《孔雀王》后的又一力作..当然，内容有鬼神、有暴力、血腥…
 </p>
</div>
",https://www.pdf5.net/1344.html
1472,《朋友以上恋人未满》京町妃纱 中文版1-5话完结 日本漫画 PDF,京町妃纱,其他,完结,https://pan.baidu.com/share/init?surl=BxV4luC_LRZBIEf0h1DVTA,nemt,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter is-resized"">
   <img alt="""" class=""wp-image-1342"" height=""489"" sizes=""(max-width: 334px) 100vw, 334px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/25084803116.png"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/25084803116.png 445w, https://www.pdf5.net/wp-content/uploads/2019/03/25084803116-205x300.png 205w"" width=""334""/>
  </figure>
 </div>
 <p>
  那一天，那个时候，在那个地方，与你相遇是命运的安排？还是……？
 </p>
</div>
",https://www.pdf5.net/1341.html
1474,《幽游白书》富坚义博 中文版1-19卷完结 日本漫画 PDF,富坚义博,热血,完结,https://pan.baidu.com/share/init?surl=Gd4ioiDwqTDQARQmJerRRg,cufu,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter is-resized"">
   <img alt="""" class=""wp-image-1339"" height=""454"" sizes=""(max-width: 308px) 100vw, 308px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/25084516937.png"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/25084516937.png 411w, https://www.pdf5.net/wp-content/uploads/2019/03/25084516937-204x300.png 204w"" width=""308""/>
  </figure>
 </div>
 <p>
  主角浦饭幽助作为灵界侦探，与同伴们一起铲除在人间为非作歹的妖怪……情节生动活泼，四个主角的形象十分饱满，作为反面角色的户愚吕弟和仙水等也十分深入人心。《幽游白书》的结尾在
  <a class=""relatedlink"" href=""https://www.pdf5.net/category/manhua"" rel=""noopener"" target=""_blank"">
   漫画
  </a>
  迷中颇有争议，有着截然相反的两种评价。但无论如何，这都是一部具有极高娱乐性和可读性的成功漫画。
 </p>
</div>
",https://www.pdf5.net/1338.html
1476,《五星物语》永野护 中文版1-12卷完结 日本漫画 PDF,永野护,其他,完结,https://pan.baidu.com/share/init?surl=Cj86pejUX2q1rtsbvqZgwA,1vdd,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter is-resized"">
   <img alt="""" class=""wp-image-1336"" height=""464"" sizes=""(max-width: 374px) 100vw, 374px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/25084229678.png"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/25084229678.png 498w, https://www.pdf5.net/wp-content/uploads/2019/03/25084229678-242x300.png 242w"" width=""374""/>
  </figure>
 </div>
 <p>
  The Five Star Stories 《五星物语》是日本
  <a class=""relatedlink"" href=""https://www.pdf5.net/category/manhua"" rel=""noopener"" target=""_blank"">
   漫画
  </a>
  家永野护于1986年起在《NewType》月刊上开始连载的大作，内容描写在遥远的宇宙中，由五个太阳系所组成的究加星团里，纵横在星团间人类的兴衰史，故事年代横跨数千年，世界观宏大，是不可多得的另类科幻作品。
 </p>
</div>
",https://www.pdf5.net/1335.html
1478,《头文字D》重野秀一 中文版1-48卷完结 日本漫画 PDF,重野秀一,其他,完结,https://pan.baidu.com/share/init?surl=g90i-N7lvcroNz99wRJgDQ,yn14,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter is-resized"">
   <img alt="""" class=""wp-image-1333"" height=""527"" sizes=""(max-width: 376px) 100vw, 376px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/25084042295.png"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/25084042295.png 501w, https://www.pdf5.net/wp-content/uploads/2019/03/25084042295-214x300.png 214w"" width=""376""/>
  </figure>
 </div>
 <p>
  <strong>
   在自家豆腐店做帮手的十八岁少年藤原拓海，每天驾驶着父亲的老旧AE86风雨无阻地穿梭于秋名山为顾客送递豆腐。在父亲的特别驾驶要求下，不知不觉练就出一手出神入化的漂移技术。一次送货返途中，将著名车队赛车手华丽反超后引起众名车手的注意，而他竟先后击败各路强手，秋名山下坡最快的AE86神话就此拉
  </strong>
 </p>
</div>
",https://www.pdf5.net/1332.html
1540,《桃花期》久保美津郎 中文版1-31话完结 日本漫画 PDF,久保美津郎,其他,完结,https://pan.baidu.com/share/init?surl=cysrksQnkedrLta0MHlhzw,ofdm,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter is-resized"">
   <img alt="""" class=""wp-image-1330"" height=""449"" sizes=""(max-width: 531px) 100vw, 531px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/25083758923.png"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/25083758923.png 708w, https://www.pdf5.net/wp-content/uploads/2019/03/25083758923-300x254.png 300w"" width=""531""/>
  </figure>
 </div>
 <p>
  主人公是即将30岁的没有桃花运的男人藤本幸世。某一天他的“桃花期”却突然到来，让他不知所措。剧情轻松搞笑，是一部爱情喜剧
 </p>
</div>
",https://www.pdf5.net/1329.html
1542,《拳愿阿修罗》中文版1-24卷完结 日本漫画JPG,,其他,连载中,https://pan.baidu.com/share/init?surl=H_UP8YVYH3tsdNhuQGjxcA,j9dl,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter is-resized"">
   <img alt="""" class=""wp-image-1324"" height=""337"" sizes=""(max-width: 232px) 100vw, 232px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/25083334713.jpg"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/25083334713.jpg 309w, https://www.pdf5.net/wp-content/uploads/2019/03/25083334713-206x300.jpg 206w"" width=""232""/>
  </figure>
 </div>
 <p>
  <span style=""color: #000;"">
   <span style=""font-family: Arial, Helvetica, sans-serif, SimSun;"">
    <span>
     拳愿竞技”是企业、商人们赌上巨额利益，雇用斗技者并令其对打之空手格斗竞技。原为平息商人斗争之手段，始于江户中期，并传承至现代。
    </span>
   </span>
  </span>
  <span style=""color: #000;"">
   <span style=""font-family: Arial, Helvetica, sans-serif, SimSun;"">
    <span>
     “乃木集团”庆安二年创业。以乃木商事为中心的企业集团。发展运输业、出版业等业种，拳愿会最古老企业之一。
    </span>
   </span>
  </span>
  <br/>
  <span style=""color: #000;"">
   <span style=""font-family: Arial, Helvetica, sans-serif, SimSun;"">
    <span>
     ”拳愿绝命淘汰赛“
    </span>
   </span>
  </span>
  <br/>
  <span style=""color: #000;"">
   <span style=""font-family: Arial, Helvetica, sans-serif, SimSun;"">
    <span>
     赌上会长之位所举办的格斗淘汰赛。举办条件是必须获得一定数字以上的会员人数赞成。
    </span>
   </span>
  </span>
  <br/>
  <span style=""color: #000;"">
   <span style=""font-family: Arial, Helvetica, sans-serif, SimSun;"">
    <span>
     出场的必要条件是：
    </span>
   </span>
  </span>
  <br/>
  <span style=""color: #000;"">
   <span style=""font-family: Arial, Helvetica, sans-serif, SimSun;"">
    <span>
     1.是拥有斗技者的拳愿会会员。
    </span>
   </span>
  </span>
  <br/>
  <span style=""color: #000;"">
   <span style=""font-family: Arial, Helvetica, sans-serif, SimSun;"">
    <span>
     2.支付规定的参加费。
    </span>
   </span>
  </span>
 </p>
</div>
",https://www.pdf5.net/1323.html
1544,《全职猎人》富坚义博 中文版1-34卷完结 日本漫画 PDF,富坚义博,其他,完结,https://pan.baidu.com/share/init?surl=x-bWlGXdqdfhK8dcOl7WmQ,2xxr,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter is-resized"">
   <img alt="""" class=""wp-image-1321"" height=""507"" sizes=""(max-width: 357px) 100vw, 357px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/25083113576.png"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/25083113576.png 476w, https://www.pdf5.net/wp-content/uploads/2019/03/25083113576-211x300.png 211w"" width=""357""/>
  </figure>
 </div>
 <p>
  猎人
  <a class=""relatedlink"" href=""https://www.pdf5.net/category/manhua"" rel=""noopener"" target=""_blank"">
   漫画
  </a>
  ，GON自小在鲸鱼岛长大，与米特阿姨和阿婆相依为命。性格开朗的他，有着能与动物沟通地灵性。因为无父无母，GON将米特阿姨当作自己的生母爱着。直到12岁那一年，GON在森林里被一个青年男子搭救。从他口中GON得知自己的父亲还活着且职业是猎人。在说服米特阿姨之后，GON独自踏上了寻父的征程。然而世界那么大，在茫茫人海中找到父亲谈何容易？于是，GON决定成为猎人，因为这样最有希望见到父亲。就这样….一种信念、 一个决定，引出了后面的所有故事，引出hunter x hunter的精彩世界。富坚义博的作品，历来拥有十分多元化的人物。这个特点在这部漫画中，也得到了具体体现。『hunter x hunter』里人物众多，但是每一个人物，都有着饱满的性格特征和思想内涵，每一个人物的出场都有其必要之所在，绝不繁琐多余，滥竽充数。即使是配角，也完全有其闪光所在。然而如此多的人物，场面却一点也不混乱，角色之间依然是主次分明、有条有理， 让人不得不感慨富坚义博的深厚的、独到的功力。
 </p>
</div>
",https://www.pdf5.net/1320.html
1546,《蔷薇王的葬队》菅野文 中文版1-31话完结 日本漫画 PDF,菅野文,其他,完结,https://pan.baidu.com/share/init?surl=L07oYtr96PRX8lybVTBUxg,gus5,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter is-resized"">
   <img alt="""" class=""wp-image-1318"" height=""512"" sizes=""(max-width: 359px) 100vw, 359px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/25082913626-717x1024.jpg"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/25082913626-717x1024.jpg 717w, https://www.pdf5.net/wp-content/uploads/2019/03/25082913626-210x300.jpg 210w, https://www.pdf5.net/wp-content/uploads/2019/03/25082913626-768x1097.jpg 768w, https://www.pdf5.net/wp-content/uploads/2019/03/25082913626.jpg 900w"" width=""359""/>
  </figure>
 </div>
 <p>
  <span style=""color: #000;"">
   <span style=""font-family: Arial, Helvetica, sans-serif, SimSun;"">
    蔷薇王的葬队
    <a class=""relatedlink"" href=""https://www.pdf5.net/category/manhua"" rel=""noopener"" target=""_blank"">
     漫画
    </a>
    ，蔷薇战争时代、
   </span>
  </span>
  <br/>
  <span style=""color: #000;"">
   <span style=""font-family: Arial, Helvetica, sans-serif, SimSun;"">
    被诅咒的具有两性身体的理查德德、
   </span>
  </span>
  <br/>
  <span style=""color: #000;"">
   <span style=""font-family: Arial, Helvetica, sans-serif, SimSun;"">
    为了夺得绝对有利的权利、
   </span>
  </span>
  <br/>
  <span style=""color: #000;"">
   <span style=""font-family: Arial, Helvetica, sans-serif, SimSun;"">
    竟然不惜开始着手要……？
   </span>
  </span>
 </p>
</div>
",https://www.pdf5.net/1317.html
1548,《魔物之手 江户奇杰忍者绘卷》宫岛礼吏 中文版1-25话完结 日本漫画 PDF宫岛礼吏,,其他,完结,https://pan.baidu.com/share/init?surl=iAe7eZ0ux7WeZEsroKwS2g,kryv,"<div class=""article-content"">
 <div class=""wp-block-image"">
  <figure class=""aligncenter is-resized"">
   <img alt="""" class=""wp-image-1315"" height=""508"" sizes=""(max-width: 351px) 100vw, 351px"" src=""https://www.pdf5.net/wp-content/uploads/2019/03/25082713445.png"" srcset=""https://www.pdf5.net/wp-content/uploads/2019/03/25082713445.png 468w, https://www.pdf5.net/wp-content/uploads/2019/03/25082713445-207x300.png 207w"" width=""351""/>
  </figure>
 </div>
 <p>
  很久很久以前，在某处有只霍乱天地的“妖魔”。其妖魔是只身长不足六尺的“异形”。漆黑的眼眸，深邃如地狱般，因其作恶多端，以贪婪姿态而被虐杀的人们。听到“异形的妖魔”便闻风丧胆。“异形”其来由，由于惊愕铭记于心——。 这是个在那样的妖魔仍存于世间的宽永十年江户初期的奇谭——…
 </p>
</div>
",https://www.pdf5.net/1314.html
