,标题,作者,封面,内容简介,是否完结,最新章节,漫画页地址,是否已下载,百度云分享链接,提取码,是否发布
104,制服上的香草之吻,夜神里奈 ,https://mhfm6tel.cdndm5.com/15/14921/14921_b.jpg,每天早上在电车上，默默地注视总是在看书的冰山美少年，这...,完结,外传：1 番外篇,https://www.dm5.com/manhua-zhifushangdexiangcaozhiwen/,,,,
105,玩偶游戏,小花美穗 ,https://mhfm5tel.cdndm5.com/2/1309/20150309164911_180x240_36.jpg,从小进入剧团并且参加电视演出的仓田纱南，最困扰她的不是...,完结,外传：3 Deep Clear 后篇,https://www.dm5.com/manhua-wanouyouxi/,,,,
106,机器猫,藤子·F·不二雄 ,https://mhfm9tel.cdndm5.com/1/567/20150228172851_180x240_22.jpg,机器猫漫画 ，哆啦A梦：猫型机器人1293号，2112年9月3日生...,完结,未收录作品05 ,https://www.dm5.com/manhua-jiqimao/,,,,
107,野野山女学院虫组的秘密,田辺ゆがた ,https://mhfm7tel.cdndm5.com/53/52367/20190807143742_180x240_27.jpg,赌上“虫（心灵）”的女子高中生大乱斗！！ 嫉妒、恐惧、欲...,完结,最终话 ,https://www.dm5.com/manhua-yeyeshannvxueyuanchongzudemimi/,,,,
108,美少年、我不客气收下了,清野静流 ,https://mhfm6tel.cdndm5.com/35/34788/20190929192322_180x240_18.jpg,绝对正太控的高中女老师幸福地徜徉在美少年的幻想中， 却不...,完结,第28话 ,https://www.dm5.com/manhua-meishaonian-wobukeqishouxiale/,,,,
109,打喷嚏-浦泽直树短篇集,浦泽直树 ,https://mhfm6tel.cdndm5.com/54/53357/20190911105723_180x240_18.jpg,正如打喷嚏一样，无论多美丽的人，都可能会在不经意间露出...,完结,第8话 单身赴任,https://www.dm5.com/manhua-dapenti-puzezhishuduanpianji/,,,,
110,黑鸟恋人(BLACK BIRD),樱小路鹿乃子 ,https://mhfm4tel.cdndm5.com/5/4672/20151223142944_180x240_20.jpg,实沙绪从小就看得见妖怪。一直保护着这样的她的是初恋情...,完结,外传：2 番外篇2,https://www.dm5.com/manhua-heiniaolianren-black-bird/,,,,
111,后街女孩,ジャスミン?ギュ ,https://mhfm5tel.cdndm5.com/18/17919/20180623095308_180x240_25.jpg,黑帮老大突然发现一个发财致富的捷径，那就是培养偶像，偶...,完结,第144话 后街女孩们,https://www.dm5.com/manhua-houjienvhai/,,,,
112,亚里沙王女的异世界奋斗记,爱七ひろ/瀬上あきら ,https://mhfm1tel.cdndm5.com/41/40824/20180814002358_180x240_21.jpg,转生成王女，胜利组!? 以亚里沙为主人公的『狂想曲』外传，...,完结,第6话 库洛克王国的黎明,https://www.dm5.com/manhua-yalishawangnvdeyishijiefendouji/,,,,
113,绵绵的对白,稻井カオル ,https://mhfm6tel.cdndm5.com/41/40128/20190522231333_180x240_22.jpg,又到新叶的季节。隐藏真心的不良少年，情不自禁追随起少女...,完结,番外02 ,https://www.dm5.com/manhua-mianmiandeduibai/,,,,
114,明日的3600秒,绀野理沙(绀野りさ)  ,https://mhfm1tel.cdndm5.com/19/18250/20150429095700_180x240_41.jpg,明日的3600秒漫画 ，高二的修学旅行，夏帆出于好奇心，独自...,完结,第18话 ,https://www.dm5.com/manhua-mingride-3600-miao/,,,,
115,电波教师,东毅 ,https://mhfm7tel.cdndm5.com/9/8801/20181115223032_180x240_23.jpg,讲述的是宅人教师的教育故事。主人公青年时沉迷于漫画、动...,完结,第247话 被继承的YD,https://www.dm5.com/manhua-dianbojiaoshi/,,,,
116,怨恋,秋タカ ,https://mhfm7tel.cdndm5.com/16/15949/20150506111112_180x240_30.jpg,怨恋漫画 ，很久很久以前，在选拔十二生肖之时，老鼠为了争...,完结,第62话 最终话,https://www.dm5.com/manhua-yuanlian/,,,,
117,圣斗士星矢完全版,車田正美 ,https://mhfm4tel.cdndm5.com/21/20935/20151112160114_180x240_29.jpg,,完结,第22卷 ,https://www.dm5.com/manhua-shengdoushixingshiwanquanban/,,,,
118,境界的轮回,高桥留美子 ,https://mhfm4tel.cdndm5.com/7/6207/6207_b.jpg,高桥留美子最新长篇连载作品。根据小学馆《周刊少年SUNDAY...,完结,第398话 轮回之轮,https://www.dm5.com/manhua-jingjiedelunhui/,,,,
119,回家路上捡到的老婆闺女、居然是龙,不确定ワオン 天野こひつじ  ,https://mhfm7tel.cdndm5.com/44/43679/20180801093420_180x240_25.jpg,回家路上捡到的老婆闺女、居然是龙漫画 ，高中男生风待薰平...,完结,第11话 ,https://www.dm5.com/manhua-huijialushangjiandaodelaopoguinv-juranshilong/,,,,
120,帮「去」不了的她一个忙,中原開平 ,https://mhfm4tel.cdndm5.com/43/42969/20190204154726_180x240_30.jpg,沒有長處的高中生?寺田妖平擁有著唯一的特技[能看見幽靈]。...,完结,第29话 轮子小姐消失了,https://www.dm5.com/manhua-bang-qu-buledetayigemang/,,,,
121,假面Noise,福山辽子 ,https://mhfm5tel.cdndm5.com/12/11936/20181127135019_180x240_22.jpg,期待已久的福山老师新坑终于开始连载！ 首话就是75P超级大...,完结,第104话 ,https://www.dm5.com/manhua-jiamian-noise/,,,,
122,入夜逢魔时,益子悠 一× ,https://mhfm4tel.cdndm5.com/44/43068/20180706194136_180x240_25.jpg,入夜后我将…漫画 ，梦中的完全犯罪！“我喜欢姐姐，我无法...,完结,第34话 入夜逢魔时,https://www.dm5.com/manhua-ruyehouwojiang/,,,,
123,折纸战士,周显宗 ,https://mhfm5tel.cdndm5.com/4/3001/3001.jpg,小哲无意中从一个秘密组织里拿走一些纸和折纸书，后来才发...,完结,第22卷 ,https://www.dm5.com/manhua-zhezhizhanshi/,,,,
124,2LJK,猫砂一平  ,https://mhfm7tel.cdndm5.com/49/48092/20190218191820_180x240_24.jpg,离家出走的女子高中生有采亚豆，毫不畏惧地想要过上流浪汉...,完结,第20.5话 ,https://www.dm5.com/manhua-2-ljk/,,,,
125,雏之恋,雪丸萌 ,https://mhfm5tel.cdndm5.com/8/7443/7443_b.jpg,第一次去学校时，虽然没能很好的和同班同学们沟通，无法融...,完结,外传：9 ,https://www.dm5.com/manhua-chuzhilian/,,,,
126,北斗神拳,原哲夫 ,https://mhfm8tel.cdndm5.com/1/81/81.jpg,西元199X年，世界受到核子武器的洗禮，山崩地裂，海水枯竭...,完结,第27卷 ,https://www.dm5.com/manhua-beidoushenquan/,,,,
127,吞噬人间origin,太田羊羹 ,https://mhfm4tel.cdndm5.com/17/16981/20181129154637_180x240_17.jpg,全世界被一种怪病笼罩恐怖欺负，几个年轻人误入一个神秘地...,完结,origin最后 ,https://www.dm5.com/manhua-tunshirenjian-origin/,,,,
128,通灵王,武井宏之 ,https://mhfm6tel.cdndm5.com/2/1189/20180908143653_180x240_25.jpg,你知道甚么是通灵者吗？据说他们是连结这个世界与那个世界...,完结,外传：11 flowers最终话,https://www.dm5.com/manhua-tonglingwang/,,,,
129,独一无二的你,川上千寻 ,https://mhfm6tel.cdndm5.com/9/8667/8667_b.jpg,S S 还是S!!!男友除了S还是S!!!坏心眼 爱恶作剧可是也只有...,完结,外传：2 番外篇,https://www.dm5.com/manhua-duyiwuerdeni/,,,,
130,怪物王女（第2部）,光永康则 ,https://mhfm6tel.cdndm5.com/3/2004/20190728085356_180x240_27.jpg,集华丽与力量於一身的怪物公主； 将引发一场异族大决战！！...,完结,第5话 ,https://www.dm5.com/manhua-guaiwuwangnv2004/,,,,
131,极乐街三号街事件,佐乃夕斗  ,https://mhfm1tel.cdndm5.com/58/57376/20200206180537_180x240_23.jpg,不受法律约束的极乐街与我行我素的解决屋,完结,第1话 ,https://www.dm5.com/manhua-jilejiesanhaojieshijian/,,,,
132,美丽新世界,松本零士 ,https://mhfm4tel.cdndm5.com/1/755/755_b.jpg,轍是一個身無分文且一無所有的人，可是他卻樂觀的過著每一...,完结,第2卷 ,https://www.dm5.com/manhua-meilixinshijie/,,,,
133,欺诈游戏,甲斐谷忍 ,https://mhfm1tel.cdndm5.com/2/1440/1440_b.jpg,女主角，神崎直，如同名字一样正直的人，捡到一百圆也会去...,完结,第201话 最终话大结局,https://www.dm5.com/manhua-qizhayouxi/,,,,
134,炭香X年后的未来捏造,Arakawa_yknb ,https://mhfm5tel.cdndm5.com/57/56371/20200102234918_180x240_23.jpg,炭香,完结,第1话 ,https://www.dm5.com/manhua-tanxiang-x-nianhoudeweilainiezao/,,,,
135,花予野兽,杉山美和子 ,https://mhfm9tel.cdndm5.com/8/7727/7727_b.jpg,"在野兽的字典里 没有喜欢这个词？  
超受欢迎的野兽王子殿...",完结,外传：6 再会,https://www.dm5.com/manhua-huayuyeshou/,,,,
136,NEXIO,全流淏 ,https://mhfm1tel.cdndm5.com/20/19402/20190505223303_180x240_21.jpg,这个世界有四大种族天空的塞拉茵兹、丛林的巴哝、沙漠的沃...,完结,第62话 ,https://www.dm5.com/manhua-nexio/,,,,
137,君逝之夏,大柴健 ,https://mhfm5tel.cdndm5.com/20/19575/20190926232703_180x240_18.jpg,围绕著恋爱与时间的青春推理故事！至极的学园推理。这个笑...,完结,第34话 我一直都对你,https://www.dm5.com/manhua-junshizhixia/,,,,
138,世界第一邪恶魔女,草川为 ,https://mhfm5tel.cdndm5.com/17/16493/20180918140620_180x240_22.jpg,世界第一邪恶魔女漫画 ，臭名昭著的大魔女因为一次保护任务...,完结,第28话 ,https://www.dm5.com/manhua-shijiediyixieemonv/,,,,
139,魔女与贵血骑士,舵英里 ,https://mhfm4tel.cdndm5.com/24/23840/20190910094203_180x240_22.jpg,居住在黑森林里的魔女，某天一位骑士找到了她说王找她有事...,完结,第15话 ,https://www.dm5.com/manhua-monvyuguixueqishi/,,,,
140,花盜人,和泉桂 ,https://mhfm7tel.cdndm5.com/15/14164/20190219154713_180x240_23.jpg,花盗人漫画 ，被罕见的花朵所吸引，花店的电源水嶌不小心进...,完结,第6话 ,https://www.dm5.com/manhua-huadaoren/,,,,
141,GE good ending,流石景 ,https://mhfm1tel.cdndm5.com/7/6583/6583_b.jpg,好美啊！前辈。也许这样下去，虽然是没有结果的单相思，再...,完结,外传：3 The later life,https://www.dm5.com/manhua-ge-good-ending/,,,,
142,落第骑士的英雄谭,空路惠 ,https://mhfm4tel.cdndm5.com/16/15137/15137_b.jpg,落第骑士的英雄谭漫画 ，故事的背景，是描述世界由一群所统...,完结,第45话 二人的誓言,https://www.dm5.com/manhua-ladijishideyingxiongtan/,,,,
143,因为会长大人是未婚夫,华夜 ,https://mhfm1tel.cdndm5.com/17/16482/20181129151108_180x240_24.jpg,原本以为和最喜欢的人结婚，是非常幸福的事…然而没想到实...,完结,第01卷番外试看 ,https://www.dm5.com/manhua-yinweihuichangdarenshiweihunfu/,,,,
144,异邦的奥兹华尔德,おかざきさと乃  ,https://mhfm3tel.cdndm5.com/48/47505/20190701184646_180x240_19.jpg,"异邦的奥兹华尔德漫画 ，我乃，探寻真理之人
欢迎在动漫之...",完结,第16话 ,https://www.dm5.com/manhua-yibangdeaocihuaerde/,,,,
145,久住君，会察言观色吗,ますこ  ,https://mhfm2tel.cdndm5.com/20/19552/20150919084807_180x240_16.jpg,久住君，会察言观色吗漫画 ，“作为学校的受欢迎女生 我…...,完结,第51话 最终话,https://www.dm5.com/manhua-jiuzhujun-huichayanguansema/,,,,
146,早上好，睡美人,森野萌 ,https://mhfm9tel.cdndm5.com/17/16945/20190608181930_180x240_19.jpg,这是在找到自我之前，很长的一个故事！,完结,第26话 最终话,https://www.dm5.com/manhua-zaoshanghao-shuimeiren/,,,,
147,K-ON！,かきふらい ,https://mhfm4tel.cdndm5.com/7/6091/20181122234915_180x240_29.jpg,春天，在新生决定部活的时候，田井中律硬拉着青梅竹马的秋...,完结,Shuffle02话 ,https://www.dm5.com/manhua-k-on/,,,,
148,Billy_Bat,浦泽直树 ,https://mhfm1tel.cdndm5.com/7/6423/6423_b.jpg,蝙蝠比利漫画，是日本知名漫画家浦泽直树的全新作品！Billy...,完结,第165话 试看版,https://www.dm5.com/manhua-billy-bat/,,,,
149,湘南纯爱组,藤泽亨 ,https://mhfm3tel.cdndm5.com/2/1434/20161111090952_180x240_34.jpg,本书的男主角就是《GTO麻辣教师》里的鬼冢英吉和拍档间龙二...,完结,第31卷 ,https://www.dm5.com/manhua-xiangnanchunaizu/,,,,
150,放学后 运动短裤和教室,水上籣丸  ,https://mhfm5tel.cdndm5.com/12/11393/11393_b.jpg,放学后 动短裤和教室漫画 ，青春期的男孩做了些见不得人的...,完结,第1话 ,https://www.dm5.com/manhua-fangxuehou-yundongduankuhejiaoshi/,,,,
151,(C97)Tsundere is Love,ももこ  ,https://mhfm9tel.cdndm5.com/58/57305/20200205182241_180x240_19.jpg,"又是那位画风很赞的,喜欢绘制FF14猫娘同人的ももこ老师画集...",完结,第1话 ,https://www.dm5.com/manhua--c-97-tsundere-is-love/,,,,
152,星野、闭上眼。,永椎晃平  ,https://mhfm9tel.cdndm5.com/23/22562/20190218093820_180x240_15.jpg,“Make up love story”！,完结,第13卷加笔 ,https://www.dm5.com/manhua-xingye-bishangyan/,,,,
153,流★星LENS 1st shooting,村田真优 ,https://mhfm6tel.cdndm5.com/9/8203/8203_b.jpg,他是年级中最受欢迎的男孩子，现在，我还没有发现，喜欢上...,完结,外传：4.5 ,https://www.dm5.com/manhua-liu-xing-lens-1-st-shooting/,,,,
154,金童卡修,雷句诚 ,https://mhfm8tel.cdndm5.com/1/596/596_b.jpg,高岭清鹰由于智力超群而被中学的同学们疏远，为此他自暴自...,完结,外传：1 文库版发售特别短片,https://www.dm5.com/manhua-jintongkaxiu/,,,,
155,BOY圣子到,梅泽春人 ,https://mhfm9tel.cdndm5.com/1/65/20160426100331_180x240_25.jpg,无人性的鬼头烈竟连亲生骨肉亲情也不念，下令尚希向结城下...,完结,神行太保 HARELUYA ,https://www.dm5.com/manhua-boy-shengzidao/,,,,
156,吻到大野狼,夜神里奈 ,https://mhfm8tel.cdndm5.com/15/14272/14272_b.jpg,吻到大野狼漫画 ，红音代替死去的母亲，连家事都全揽在身上...,完结,第11话 ,https://www.dm5.com/manhua-wendaodayelang/,,,,
157,Area D异能领域,梁庆一 ,https://mhfm8tel.cdndm5.com/10/9125/20150411152849_180x240_26.jpg,Area D异能领域漫画 ，新暗行御史作者梁庆一，最新连载。异...,完结,第137话 末日之战10,https://www.dm5.com/manhua-area-d-yinenglingyu/,,,,
158,黑心企业的职员变成猫之后人生有了转变的故事,清水めりぃ  ,https://mhfm6tel.cdndm5.com/49/48126/20190219132814_180x240_15.jpg,黑心企业的职员变成猫之后人生有了转变的故事漫画 ，人生真...,完结,第18话 ,https://www.dm5.com/manhua-heixinqiyedezhiyuanbianchengmaozhihourenshengyoulezhuanbiandegushi/,,,,
159,神龙之迷,道田浩司 ,https://mhfm5tel.cdndm5.com/2/1129/1129_b.jpg,"很久以前,一位名叫阿班的勇者打败了妄图统治世界的魔王哈得...",完结,第37卷 ,https://www.dm5.com/manhua-shenlongzhimi/,,,,
160,闪耀着不褪色思念,东方同人 ,https://mhfm9tel.cdndm5.com/12/11352/11352_b.jpg,煌くは色あせぬ想い漫画 ，幽幽子讨厌吃猫肉,完结,第1话 ,https://www.dm5.com/manhua-huang-se-xiang/,,,,
161,心弦为君而鸣,绀野りさ ,https://mhfm7tel.cdndm5.com/16/15064/20150317153248_180x240_28.jpg,一个单恋奋斗史，一份不能轻易放弃的坚持，这就是司的心弦...,完结,外传：4 番外篇~有所改变和始终不变的事情~,https://www.dm5.com/manhua-xinxianweijunerming/,,,,
162,liar×liar,金田一莲十郎 ,https://mhfm6tel.cdndm5.com/8/7582/7582_b.jpg,我×义弟×高中生姿态的我=三角关系！！？某日，借穿朋友高中...,完结,第70话 最终回,https://www.dm5.com/manhua-liar-liar/,,,,
163,要你对我XXX,远山绘麻 ,https://mhfm9tel.cdndm5.com/8/7081/7081_b.jpg,雪菜在班上被同学称为「绝对零度雪女」，大家都对她退避三...,完结,第74话 请你和我永远在一起！,https://www.dm5.com/manhua-yaoniduiwo-xxx/,,,,
164,可疑的配方,佚名 ,https://mhfm2tel.cdndm5.com/22/21254/20151218140656_180x240_18.jpg,哥哥与弟弟的故事,完结,第30话 ,https://www.dm5.com/manhua-keyidepeifang/,,,,
165,Dr.STONE reboot：百夜,Boichi  ,https://mhfm5tel.cdndm5.com/56/55118/20191121160555_180x240_25.jpg,地球与宇宙，过去与未来，父与子的故事，现在交错——！,完结,第9话 我在这里,https://www.dm5.com/manhua-dr-stone-reboot-baiye/,,,,
166,恋爱练习曲,海灯火 ,https://mhfm5tel.cdndm5.com/39/38610/20170929094639_180x240_22.jpg,走廊里想起的快门声音。被拍摄的对象是...？,完结,第5话 ,https://www.dm5.com/manhua-lianailianxiqu/,,,,
167,少女不十分,西尾维新X服部充 ,https://mhfm4tel.cdndm5.com/22/21099/20151130214400_180x240_28.jpg,一个行为特别的小学少女监禁了一个性格扭曲的大学生七天…...,完结,第27话 ,https://www.dm5.com/manhua-shaonvbushifen/,,,,
168,网络约妹约到妹妹的故事,もちオーレ  ,https://mhfm3tel.cdndm5.com/40/39357/20171116120204_180x240_20.jpg,网络约妹约到妹妹的故事漫画 ，单身姬姥在网上撩妹结果约到...,完结,特别篇2 ,https://www.dm5.com/manhua-wangluoyuemeiyuedaomeimeidegushi/,,,,
169,不被女神附体就会死吗,田口ホシノ ,https://mhfm6tel.cdndm5.com/8/7824/20150423145244_180x240_23.jpg,高中生荒巾岐八助在自家神社里除草时，不慎将正殿内一面神...,完结,第65话 ,https://www.dm5.com/manhua-bubeinvshenfutijiuhuisima/,,,,
170,春日苦短，少年恋爱吧！,椎叶ナナ ,https://mhfm3tel.cdndm5.com/42/41542/20190708154956_180x240_23.jpg,男孩子恋爱了会变成什么样子呢？关系很好的四位少年初恋故...,完结,第25话 ,https://www.dm5.com/manhua-chunrikuduan-shaonianlianaiba/,,,,
171,盖塔DEVOLUTION ～宇宙最后的3分钟～,下口智裕  清水荣一  ,https://mhfm4tel.cdndm5.com/20/19499/20190616093751_180x240_23.jpg,盖塔DEVOLUTION ～宇宙最后的3分钟～漫画 ，清水荣一x下口...,完结,第38话 再见了、盖塔,https://www.dm5.com/manhua-gaida-devolution--yuzhouzuihoude-3-fenzhong/,,,,
172,年下的男孩子,ひろちひろ  ,https://mhfm4tel.cdndm5.com/19/18691/20150626140512_180x240_26.jpg,年下的男孩子漫画 ，可爱又不可思议的你~~为什么视线总是无...,完结,最终话 ,https://www.dm5.com/manhua-nianxiadenanhaizi/,,,,
173,独眼巨人少女斋枫,寅ヤス ,https://mhfm8tel.cdndm5.com/13/12546/12546_b.jpg,独眼巨人少女斋枫漫画 ，《独眼巨人少女斋枫》是寅ヤス创作...,完结,第153话 ,https://www.dm5.com/manhua-duyanjurenshaonvzhaifeng/,,,,
174,五百年之箱,宫尾行巳 ,https://mhfm7tel.cdndm5.com/36/35770/20170327112429_180x240_18.jpg,五百年之箱漫画 ，当你成为某个世界的神明，你会——有着洁...,完结,番外 ,https://www.dm5.com/manhua-wubainianzhixiang/,,,,
175,我用一年一万日元卖掉寿命,三秋缒×田口嗫一 ,https://mhfm6tel.cdndm5.com/38/37518/20180114170009_180x240_18.jpg,生活落魄陷入绝望的青年楠木偶然间打听到了一家可以买卖寿...,完结,外传：2 番外篇02,https://www.dm5.com/manhua-woyongyinianyiwanriyuanmaidiaoshouming/,,,,
176,恋爱、亲吻,千叶梢 ,https://mhfm5tel.cdndm5.com/15/14237/20190702165717_180x240_27.jpg,不想这样的，也不能这样，但是心已经无法抗拒了——恋爱、...,完结,第三部05话 ,https://www.dm5.com/manhua-lianai-qinwen-haishirouti/,,,,
177,将太的寿司,寺沢大介 ,https://mhfm2tel.cdndm5.com/1/541/20160426090809_180x240_27.jpg,"继味吉阳一《伙头智多星》后,期间己出了不少有关吃的漫画,...",完结,第27卷 ,https://www.dm5.com/manhua-jiangtaideshousi/,,,,
